,Target,Source
4,No. Which type of driveway is better for the environment?,"Query: No.  Which type of driveway is better for the environment? |||| Context: How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways – These driveways are usually created by dunking a load of gravel and leveling it. ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| In winter, concrete driveways can suffer damage if you use the wrong de-icing product. ||| What type of de-icing product can damage concrete driveways? ||| What Rock Salt is Safe for Concrete? Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. ||| Which type of driveway is more environmentally friendly? ||| The same chemical magic that turns ice into water creates a very salty brine that can make household pets sick, kill lawns and eats away at concrete, brick, and stone. |||| Reformulation: "
5,Which type of driveway is the most low-maintenance?,"Query: And most low-maintenance? |||| Context: How do I build a cheap driveway? |||  ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| In winter, concrete driveways can suffer damage if you use the wrong de-icing product. ||| What type of de-icing product can damage concrete driveways? ||| What Rock Salt is Safe for Concrete? Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. ||| Which type of driveway is more environmentally friendly? ||| The same chemical magic that turns ice into water creates a very salty brine that can make household pets sick, kill lawns and eats away at concrete, brick, and stone. ||| No. Which type of driveway is better for the environment? ||| There are three main types of solution to creating a permeable driveway: Using gravel or a mainly green, vegetated area. |||| Reformulation: "
6,Really? How long does an asphalt driveway last?,"Query: Really? What about asphalt? |||| Context: How do I build a cheap driveway? |||  ||| Which is cheaper way to build a driveway: concrete or asphalt? |||  ||| What type of de-icing product can damage concrete driveways? ||| What Rock Salt is Safe for Concrete? Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. ||| Which type of driveway is more environmentally friendly? ||| The same chemical magic that turns ice into water creates a very salty brine that can make household pets sick, kill lawns and eats away at concrete, brick, and stone. ||| No. Which type of driveway is better for the environment? ||| There are three main types of solution to creating a permeable driveway: Using gravel or a mainly green, vegetated area. ||| Which type of driveway is the most low-maintenance? ||| Ongoing Maintenance Chart: Gravel Driveway – #1 – Most Ongoing Maintenance Asphalt Driveway – #2Concrete Driveway – #3Paver Driveway – #4 – Least Ongoing Maintenance A concrete driveway requires the second least amount of ongoing maintenance, compared to the other hard surface driveways. |||| Reformulation: "
7,Is sealing an asphalt driveway worth it?,"Query: Is sealing worth it? |||| Context: How do I build a cheap driveway? |||  ||| Which is cheaper way to build a driveway: concrete or asphalt? |||  ||| What type of de-icing product can damage concrete driveways? |||  ||| Which type of driveway is more environmentally friendly? ||| The same chemical magic that turns ice into water creates a very salty brine that can make household pets sick, kill lawns and eats away at concrete, brick, and stone. ||| No. Which type of driveway is better for the environment? ||| There are three main types of solution to creating a permeable driveway: Using gravel or a mainly green, vegetated area. ||| Which type of driveway is the most low-maintenance? ||| Ongoing Maintenance Chart: Gravel Driveway – #1 – Most Ongoing Maintenance Asphalt Driveway – #2Concrete Driveway – #3Paver Driveway – #4 – Least Ongoing Maintenance A concrete driveway requires the second least amount of ongoing maintenance, compared to the other hard surface driveways. ||| Really? How long does an asphalt driveway last? ||| Advantages of Asphalt Driveways Asphalt driveways offer a number of advantages including: Longevity – When an asphalt driveway is professionally installed and properly maintained it can last for up to 30 years before needing to be replaced. |||| Reformulation: "
0,How can fires help an ecosystem?,Query: How can fires help an ecosystem? |||| Context:  |||| Reformulation: 
1,Give me some examples of organisms that have adapted to exploit natural wildfire.,"Query: Give me some examples. |||| Context: How can fires help an ecosystem? ||| [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. |||| Reformulation: "
2,Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires?,"Query: Cool name!  What are other fire-followers? |||| Context: How can fires help an ecosystem? ||| [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. |||| Reformulation: "
3,Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem?,"Query: Let’s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture? |||| Context: How can fires help an ecosystem? ||| [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The role of fire in the longleaf pine ecosystem was and still is today a key component in regeneration and shaping of the ecosystem. |||| Reformulation: "
4,Can agriculture cause desertification?,"Query: Can it cause desertification? |||| Context: How can fires help an ecosystem? ||| [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The role of fire in the longleaf pine ecosystem was and still is today a key component in regeneration and shaping of the ecosystem. ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| In addition, Green Facts states that we are depleting fish populations in the oceans and seas, causing us to fish further offshore and deeper underwater as more and more fish disappear. |||| Reformulation: "
5,What does it mean for soil to be tired?,"Query: What does it mean to be tired? |||| Context: How can fires help an ecosystem? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The role of fire in the longleaf pine ecosystem was and still is today a key component in regeneration and shaping of the ecosystem. ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| In addition, Green Facts states that we are depleting fish populations in the oceans and seas, causing us to fish further offshore and deeper underwater as more and more fish disappear. ||| Can agriculture cause desertification? ||| Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. |||| Reformulation: "
6,"Permaculture sounds like organic farming, how are they related?","Query: That sounds like organic farming.  How are they related? |||| Context: How can fires help an ecosystem? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The role of fire in the longleaf pine ecosystem was and still is today a key component in regeneration and shaping of the ecosystem. ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| In addition, Green Facts states that we are depleting fish populations in the oceans and seas, causing us to fish further offshore and deeper underwater as more and more fish disappear. ||| Can agriculture cause desertification? ||| Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| What does it mean for soil to be tired? ||| It includes ""permaculture"", originally being a combination of the words ""permanent"" and ""agriculture"", which is a systems thinking approach that can increase the carbon content of soil by using natural patterns in already existing ecosystems to promote a higher efficiency of food production, a lower need for human involvement, and a healthier ecosystem. |||| Reformulation: "
7,"Does organic farming reduce global warming, and if so, how?","Query: Does organic farming reduce global warming, and if so, how? |||| Context: How can fires help an ecosystem? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| In addition, Green Facts states that we are depleting fish populations in the oceans and seas, causing us to fish further offshore and deeper underwater as more and more fish disappear. ||| Can agriculture cause desertification? ||| Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| What does it mean for soil to be tired? ||| It includes ""permaculture"", originally being a combination of the words ""permanent"" and ""agriculture"", which is a systems thinking approach that can increase the carbon content of soil by using natural patterns in already existing ecosystems to promote a higher efficiency of food production, a lower need for human involvement, and a healthier ecosystem. ||| Permaculture sounds like organic farming, how are they related? ||| ”Permaculture, when practiced, is a design philosophy and set of tools and principles that encompass the inter-related fields of organic gardening and agroforestry, architecture, ecology, community design, renewable energy, and systems theory. |||| Reformulation: "
0,Why do cats eat plastic?,Query: Why do cats eat plastic? |||| Context:  |||| Reformulation: 
1,Will eating plastic kill a cat?,"Query: Will it kill him? |||| Context: Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. |||| Reformulation: "
2,What?  No. Will eating plastic kill my cat?,"Query: What?  No.  Will eating plastic kill my cat? |||| Context: Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. ||| Will eating plastic kill a cat? ||| Moreover, the time they spend away from their mother while in the puppy mill, subjected to the same stressful living conditions, is highly stressful. |||| Reformulation: "
3,How do I get a cat to stop eating plastic?,"Query: How do I get him to stop? |||| Context: Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. ||| Will eating plastic kill a cat? ||| Moreover, the time they spend away from their mother while in the puppy mill, subjected to the same stressful living conditions, is highly stressful. ||| What?  No. Will eating plastic kill my cat? ||| If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. |||| Reformulation: "
4,Should I get a second cat to ease my cat’s boredom or loneliness?,"Query: Should I get a second one? |||| Context: Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. ||| Will eating plastic kill a cat? ||| Moreover, the time they spend away from their mother while in the puppy mill, subjected to the same stressful living conditions, is highly stressful. ||| What?  No. Will eating plastic kill my cat? ||| If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. ||| How do I get a cat to stop eating plastic? ||| Begin by addressing the cause of the stress (do a web search for """"stressed cat"""" and you’ll find lots of advice on how to do that) and spending time with your cat to help her adapt. |||| Reformulation: "
5,What are my cat’s desires?,"Query: What are his desires? |||| Context: Why do cats eat plastic? |||  ||| Will eating plastic kill a cat? ||| Moreover, the time they spend away from their mother while in the puppy mill, subjected to the same stressful living conditions, is highly stressful. ||| What?  No. Will eating plastic kill my cat? ||| If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. ||| How do I get a cat to stop eating plastic? ||| Begin by addressing the cause of the stress (do a web search for """"stressed cat"""" and you’ll find lots of advice on how to do that) and spending time with your cat to help her adapt. ||| Should I get a second cat to ease my cat’s boredom or loneliness? ||| If you are willing to put in the time, patience and expense of a second pet, then take a look at your cat's desires. |||| Reformulation: "
6,What does a cat’s slow blink mean?,"Query: What does the slow blink mean? |||| Context: Why do cats eat plastic? |||  ||| Will eating plastic kill a cat? |||  ||| What?  No. Will eating plastic kill my cat? ||| If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. ||| How do I get a cat to stop eating plastic? ||| Begin by addressing the cause of the stress (do a web search for """"stressed cat"""" and you’ll find lots of advice on how to do that) and spending time with your cat to help her adapt. ||| Should I get a second cat to ease my cat’s boredom or loneliness? ||| If you are willing to put in the time, patience and expense of a second pet, then take a look at your cat's desires. ||| What are my cat’s desires? ||| Hiding - Little Mo loves to play hiding games with her self where I think she is imaging that she is hiding from prey or another cat and loves to pounce out of the box at the most unexpected moment. |||| Reformulation: "
0,What are the benefits of cow milk?,Query: What are the benefits of cow milk? |||| Context:  |||| Reformulation: 
1,What about an alternative. How is milk made from almonds?,"Query: What about an alternative. I’ve heard it's also made from almonds? |||| Context: What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
2,"Which of the milk options (almond, oat, hemp or rice milk) is the healthiest?","Query: Which is healthiest? |||| Context: What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. ||| What about an alternative. How is milk made from almonds? ||| Note that you can make almond milk at home – an easy process, requiring only organic raw almonds, water and a little sugar or other sweetener. |||| Reformulation: "
3,"No, the vegan ones. Which of the vegan alternative milk options is healthiest?","Query: No, the vegan ones. Which of those alternatives is healthiest? |||| Context: What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. ||| What about an alternative. How is milk made from almonds? ||| Note that you can make almond milk at home – an easy process, requiring only organic raw almonds, water and a little sugar or other sweetener. ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ Experience Life I drink whole milk and eat full-fat yogurt, cream cheese, and sour cream. |||| Reformulation: "
4,Can I make soy milk at home?,"Query: Can I make it at home? |||| Context: What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. ||| What about an alternative. How is milk made from almonds? ||| Note that you can make almond milk at home – an easy process, requiring only organic raw almonds, water and a little sugar or other sweetener. ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ Experience Life I drink whole milk and eat full-fat yogurt, cream cheese, and sour cream. ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| There are a ton of nondairy milks to choose from, but which one is the healthiest?»RELATED: Milk in the fridge? Someone may owe you money To find out, researchers from Mc Gill University recently conducted an experiment, published in the Journal of Food Science and Technology, to determine the nutritional value of plant-based milk beverages. |||| Reformulation: "
5,Oat seems popular now.  Why?,"Query: Oat seems popular now.  Why? |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? ||| Note that you can make almond milk at home – an easy process, requiring only organic raw almonds, water and a little sugar or other sweetener. ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ Experience Life I drink whole milk and eat full-fat yogurt, cream cheese, and sour cream. ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| There are a ton of nondairy milks to choose from, but which one is the healthiest?»RELATED: Milk in the fridge? Someone may owe you money To find out, researchers from Mc Gill University recently conducted an experiment, published in the Journal of Food Science and Technology, to determine the nutritional value of plant-based milk beverages. ||| Can I make soy milk at home? ||| Homemade soy milk can be made to the drinkers' tastes and nutritional requirements, providing added value. |||| Reformulation: "
6,I’m going to bake some cookies. Which vegan milk is best for baking cookies?,"Query: I’m going to bake some cookies. Which one would be the best to use? |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ Experience Life I drink whole milk and eat full-fat yogurt, cream cheese, and sour cream. ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| There are a ton of nondairy milks to choose from, but which one is the healthiest?»RELATED: Milk in the fridge? Someone may owe you money To find out, researchers from Mc Gill University recently conducted an experiment, published in the Journal of Food Science and Technology, to determine the nutritional value of plant-based milk beverages. ||| Can I make soy milk at home? ||| Homemade soy milk can be made to the drinkers' tastes and nutritional requirements, providing added value. ||| Oat seems popular now.  Why? ||| Oats contain high amounts of functional protein, dietary fiber (β-glucan), and unsaturated fatty acids, which make oat milk a significant source of nutrients, though uncertainty surrounds its practical use as a dairy milk substitute. |||| Reformulation: "
7,Which vegan milk besides soy is best for baking?,"Query: What would be second best? |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| There are a ton of nondairy milks to choose from, but which one is the healthiest?»RELATED: Milk in the fridge? Someone may owe you money To find out, researchers from Mc Gill University recently conducted an experiment, published in the Journal of Food Science and Technology, to determine the nutritional value of plant-based milk beverages. ||| Can I make soy milk at home? ||| Homemade soy milk can be made to the drinkers' tastes and nutritional requirements, providing added value. ||| Oat seems popular now.  Why? ||| Oats contain high amounts of functional protein, dietary fiber (β-glucan), and unsaturated fatty acids, which make oat milk a significant source of nutrients, though uncertainty surrounds its practical use as a dairy milk substitute. ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| That means that soy milk is also the best choice when making vegan buttermilk for Vegan Buttermilk Biscuits or for dredging to make breaded dishes like “Chicken-Fried” Tofu Steaks. |||| Reformulation: "
8,What vegan milk is best in my morning latte?,"Query: What is the best in my morning latte? |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Can I make soy milk at home? ||| Homemade soy milk can be made to the drinkers' tastes and nutritional requirements, providing added value. ||| Oat seems popular now.  Why? ||| Oats contain high amounts of functional protein, dietary fiber (β-glucan), and unsaturated fatty acids, which make oat milk a significant source of nutrients, though uncertainty surrounds its practical use as a dairy milk substitute. ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| That means that soy milk is also the best choice when making vegan buttermilk for Vegan Buttermilk Biscuits or for dredging to make breaded dishes like “Chicken-Fried” Tofu Steaks. ||| Which vegan milk besides soy is best for baking? ||| If you're still concerned or allergic to soy then it's great that we now have hemp milk as a soy-free alternative. |||| Reformulation: "
9,"I didn’t expect that. Really, hemp? Say more about hemp milk for coffee.","Query: I didn’t expect that. Really, hemp? Say more. |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Can I make soy milk at home? |||  ||| Oat seems popular now.  Why? ||| Oats contain high amounts of functional protein, dietary fiber (β-glucan), and unsaturated fatty acids, which make oat milk a significant source of nutrients, though uncertainty surrounds its practical use as a dairy milk substitute. ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| That means that soy milk is also the best choice when making vegan buttermilk for Vegan Buttermilk Biscuits or for dredging to make breaded dishes like “Chicken-Fried” Tofu Steaks. ||| Which vegan milk besides soy is best for baking? ||| If you're still concerned or allergic to soy then it's great that we now have hemp milk as a soy-free alternative. ||| What vegan milk is best in my morning latte? ||| Once all the ingredients are blended together, some people pour the hemp milk through a cheesecloth and strainer to get a smoother and more refined milky texture, but this process is optional. |||| Reformulation: "
0,"I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car?","Query: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Context:  |||| Reformulation: "
1,What is Hennessey Venom GT based on?,"Query: What is the first based on? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| The Guinness World record for the fastest car is held by the Bugatti Veyron Super Sport (second car in our list) at 269.86mph. |||| Reformulation: "
2,How fast can the unmodified base Lotus Elise/Exige go?,"Query: How fast can the unmodified base car go? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| The Guinness World record for the fastest car is held by the Bugatti Veyron Super Sport (second car in our list) at 269.86mph. ||| What is Hennessey Venom GT based on? ||| For road use, the car is registered as a Lotus Exige (modified) and is not a series production car. |||| Reformulation: "
3,How fast can the Lotus Elise/Exige go?,"Query: No, I meant the Lotus. |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| The Guinness World record for the fastest car is held by the Bugatti Veyron Super Sport (second car in our list) at 269.86mph. ||| What is Hennessey Venom GT based on? ||| For road use, the car is registered as a Lotus Exige (modified) and is not a series production car. ||| How fast can the unmodified base Lotus Elise/Exige go? |||  |||| Reformulation: "
