,Target,Source
4,No. Which type of driveway is better for the environment?,"Query: No.  Which type of driveway is better for the environment? |||| Context: How do I build a cheap driveway? ||| Gravel driveways are cheap, can last can last of a very long time and require little maintenance. ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| When the time comes to install a new driveway, the biggest decision is whether to use concrete or asphalt. ||| What type of de-icing product can damage concrete driveways? |||  ||| Which type of driveway is more environmentally friendly? ||| Which means eco-friendly and pet friendly claims abound. |||| Reformulation: "
5,Which type of driveway is the most low-maintenance?,"Query: And most low-maintenance? |||| Context: How do I build a cheap driveway? |||  ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| When the time comes to install a new driveway, the biggest decision is whether to use concrete or asphalt. ||| What type of de-icing product can damage concrete driveways? |||  ||| Which type of driveway is more environmentally friendly? ||| Which means eco-friendly and pet friendly claims abound. ||| No. Which type of driveway is better for the environment? ||| These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. |||| Reformulation: "
6,Really? How long does an asphalt driveway last?,"Query: Really? What about asphalt? |||| Context: How do I build a cheap driveway? |||  ||| Which is cheaper way to build a driveway: concrete or asphalt? |||  ||| What type of de-icing product can damage concrete driveways? |||  ||| Which type of driveway is more environmentally friendly? ||| Which means eco-friendly and pet friendly claims abound. ||| No. Which type of driveway is better for the environment? ||| These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. ||| Which type of driveway is the most low-maintenance? ||| Ongoing Maintenance Chart: Gravel Driveway – #1 – Most Ongoing Maintenance Asphalt Driveway – #2Concrete Driveway – #3Paver Driveway – #4 – Least Ongoing Maintenance A concrete driveway requires the second least amount of ongoing maintenance, compared to the other hard surface driveways. |||| Reformulation: "
7,Is sealing an asphalt driveway worth it?,"Query: Is sealing worth it? |||| Context: How do I build a cheap driveway? |||  ||| Which is cheaper way to build a driveway: concrete or asphalt? |||  ||| What type of de-icing product can damage concrete driveways? |||  ||| Which type of driveway is more environmentally friendly? ||| Which means eco-friendly and pet friendly claims abound. ||| No. Which type of driveway is better for the environment? ||| These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. ||| Which type of driveway is the most low-maintenance? ||| Ongoing Maintenance Chart: Gravel Driveway – #1 – Most Ongoing Maintenance Asphalt Driveway – #2Concrete Driveway – #3Paver Driveway – #4 – Least Ongoing Maintenance A concrete driveway requires the second least amount of ongoing maintenance, compared to the other hard surface driveways. ||| Really? How long does an asphalt driveway last? ||| Advantages of Asphalt Driveways Asphalt driveways offer a number of advantages including: Longevity – When an asphalt driveway is professionally installed and properly maintained it can last for up to 30 years before needing to be replaced. |||| Reformulation: "
0,How can fires help an ecosystem?,Query: How can fires help an ecosystem? |||| Context:  |||| Reformulation: 
1,Give me some examples of organisms that have adapted to exploit natural wildfire.,"Query: Give me some examples. |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. |||| Reformulation: "
2,Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires?,"Query: Cool name!  What are other fire-followers? |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| These annual plant species are sometimes called fire-followers because they are only seen in the first couple of years following a fire when they are a part of the dominant vegetation in a chaparral ecosystem. |||| Reformulation: "
3,Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem?,"Query: Let’s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture? |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| These annual plant species are sometimes called fire-followers because they are only seen in the first couple of years following a fire when they are a part of the dominant vegetation in a chaparral ecosystem. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  |||| Reformulation: "
4,Can agriculture cause desertification?,"Query: Can it cause desertification? |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| These annual plant species are sometimes called fire-followers because they are only seen in the first couple of years following a fire when they are a part of the dominant vegetation in a chaparral ecosystem. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| That agriculture has a huge effect on our ecosystems: pesticides and other toxic chemicals used in food production can wash downstream, killing many types of animals, polluting our waterways and even making humans ill. |||| Reformulation: "
5,What does it mean for soil to be tired?,"Query: What does it mean to be tired? |||| Context: How can fires help an ecosystem? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| These annual plant species are sometimes called fire-followers because they are only seen in the first couple of years following a fire when they are a part of the dominant vegetation in a chaparral ecosystem. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| That agriculture has a huge effect on our ecosystems: pesticides and other toxic chemicals used in food production can wash downstream, killing many types of animals, polluting our waterways and even making humans ill. ||| Can agriculture cause desertification? ||| Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. |||| Reformulation: "
6,"Permaculture sounds like organic farming, how are they related?","Query: That sounds like organic farming.  How are they related? |||| Context: How can fires help an ecosystem? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| That agriculture has a huge effect on our ecosystems: pesticides and other toxic chemicals used in food production can wash downstream, killing many types of animals, polluting our waterways and even making humans ill. ||| Can agriculture cause desertification? ||| Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| What does it mean for soil to be tired? ||| It includes ""permaculture"", originally being a combination of the words ""permanent"" and ""agriculture"", which is a systems thinking approach that can increase the carbon content of soil by using natural patterns in already existing ecosystems to promote a higher efficiency of food production, a lower need for human involvement, and a healthier ecosystem. |||| Reformulation: "
7,"Does organic farming reduce global warming, and if so, how?","Query: Does organic farming reduce global warming, and if so, how? |||| Context: How can fires help an ecosystem? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| That agriculture has a huge effect on our ecosystems: pesticides and other toxic chemicals used in food production can wash downstream, killing many types of animals, polluting our waterways and even making humans ill. ||| Can agriculture cause desertification? ||| Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| What does it mean for soil to be tired? ||| It includes ""permaculture"", originally being a combination of the words ""permanent"" and ""agriculture"", which is a systems thinking approach that can increase the carbon content of soil by using natural patterns in already existing ecosystems to promote a higher efficiency of food production, a lower need for human involvement, and a healthier ecosystem. ||| Permaculture sounds like organic farming, how are they related? ||| From individual homes to entire bio-regions, Permaculture has the potential to repair damaged landscapes, build capacity in communities and replace apathy with self empowerment. |||| Reformulation: "
0,Why do cats eat plastic?,Query: Why do cats eat plastic? |||| Context:  |||| Reformulation: 
1,Will eating plastic kill a cat?,"Query: Will it kill him? |||| Context: Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. |||| Reformulation: "
2,What?  No. Will eating plastic kill my cat?,"Query: What?  No.  Will eating plastic kill my cat? |||| Context: Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. ||| Will eating plastic kill a cat? |||  |||| Reformulation: "
3,How do I get a cat to stop eating plastic?,"Query: How do I get him to stop? |||| Context: Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. ||| Will eating plastic kill a cat? |||  ||| What?  No. Will eating plastic kill my cat? ||| If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. |||| Reformulation: "
4,Should I get a second cat to ease my cat’s boredom or loneliness?,"Query: Should I get a second one? |||| Context: Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. ||| Will eating plastic kill a cat? |||  ||| What?  No. Will eating plastic kill my cat? ||| If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. ||| How do I get a cat to stop eating plastic? ||| You can ease a cat’s boredom by providing environmental enrichment. |||| Reformulation: "
5,What are my cat’s desires?,"Query: What are his desires? |||| Context: Why do cats eat plastic? |||  ||| Will eating plastic kill a cat? |||  ||| What?  No. Will eating plastic kill my cat? ||| If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. ||| How do I get a cat to stop eating plastic? ||| You can ease a cat’s boredom by providing environmental enrichment. ||| Should I get a second cat to ease my cat’s boredom or loneliness? ||| If you think a second pet will help alleviate loneliness, boredom or behavior problems with your resident pet, think again. |||| Reformulation: "
6,What does a cat’s slow blink mean?,"Query: What does the slow blink mean? |||| Context: Why do cats eat plastic? |||  ||| Will eating plastic kill a cat? |||  ||| What?  No. Will eating plastic kill my cat? ||| If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. ||| How do I get a cat to stop eating plastic? ||| You can ease a cat’s boredom by providing environmental enrichment. ||| Should I get a second cat to ease my cat’s boredom or loneliness? ||| If you think a second pet will help alleviate loneliness, boredom or behavior problems with your resident pet, think again. ||| What are my cat’s desires? ||| It helps your cat feel secure in their environment and around people as they are left alone often during the day. |||| Reformulation: "
0,What are the benefits of cow milk?,Query: What are the benefits of cow milk? |||| Context:  |||| Reformulation: 
1,What about an alternative. How is milk made from almonds?,"Query: What about an alternative. I’ve heard it's also made from almonds? |||| Context: What are the benefits of cow milk? ||| Cow milk seems to be everywhere and is often taken for granted, but it has many important health benefits, including its ability to aid in weight loss, build strong bones and teeth, boost the immune system, reduce fat, protect the heart, prevent diabetes, eliminate inflammation, and help stimulate growth. |||| Reformulation: "
2,"Which of the milk options (almond, oat, hemp or rice milk) is the healthiest?","Query: Which is healthiest? |||| Context: What are the benefits of cow milk? ||| Cow milk seems to be everywhere and is often taken for granted, but it has many important health benefits, including its ability to aid in weight loss, build strong bones and teeth, boost the immune system, reduce fat, protect the heart, prevent diabetes, eliminate inflammation, and help stimulate growth. ||| What about an alternative. How is milk made from almonds? ||| Note that you can make almond milk at home – an easy process, requiring only organic raw almonds, water and a little sugar or other sweetener. |||| Reformulation: "
3,"No, the vegan ones. Which of the vegan alternative milk options is healthiest?","Query: No, the vegan ones. Which of those alternatives is healthiest? |||| Context: What are the benefits of cow milk? ||| Cow milk seems to be everywhere and is often taken for granted, but it has many important health benefits, including its ability to aid in weight loss, build strong bones and teeth, boost the immune system, reduce fat, protect the heart, prevent diabetes, eliminate inflammation, and help stimulate growth. ||| What about an alternative. How is milk made from almonds? ||| Note that you can make almond milk at home – an easy process, requiring only organic raw almonds, water and a little sugar or other sweetener. ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ Experience Life I drink whole milk and eat full-fat yogurt, cream cheese, and sour cream. |||| Reformulation: "
4,Can I make soy milk at home?,"Query: Can I make it at home? |||| Context: What are the benefits of cow milk? ||| Cow milk seems to be everywhere and is often taken for granted, but it has many important health benefits, including its ability to aid in weight loss, build strong bones and teeth, boost the immune system, reduce fat, protect the heart, prevent diabetes, eliminate inflammation, and help stimulate growth. ||| What about an alternative. How is milk made from almonds? ||| Note that you can make almond milk at home – an easy process, requiring only organic raw almonds, water and a little sugar or other sweetener. ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ Experience Life I drink whole milk and eat full-fat yogurt, cream cheese, and sour cream. ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| To do so, they compared the health benefits of the four most popular alternative milks, including soy, almond, coconut and rice. |||| Reformulation: "
5,Oat seems popular now.  Why?,"Query: Oat seems popular now.  Why? |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? ||| Note that you can make almond milk at home – an easy process, requiring only organic raw almonds, water and a little sugar or other sweetener. ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ Experience Life I drink whole milk and eat full-fat yogurt, cream cheese, and sour cream. ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| To do so, they compared the health benefits of the four most popular alternative milks, including soy, almond, coconut and rice. ||| Can I make soy milk at home? ||| Ordinary methods for making soy milk at home are often very labor-intensive (requiring beans to be soaked, ground in a blender, strained, and then cooked). |||| Reformulation: "
6,I’m going to bake some cookies. Which vegan milk is best for baking cookies?,"Query: I’m going to bake some cookies. Which one would be the best to use? |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ Experience Life I drink whole milk and eat full-fat yogurt, cream cheese, and sour cream. ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| To do so, they compared the health benefits of the four most popular alternative milks, including soy, almond, coconut and rice. ||| Can I make soy milk at home? ||| Ordinary methods for making soy milk at home are often very labor-intensive (requiring beans to be soaked, ground in a blender, strained, and then cooked). ||| Oat seems popular now.  Why? ||| Regardless, oat milk is often consumed to replace dairy milk in vegan diets, or in the cases of medical conditions where dairy is incompatible, such as lactose intolerance or a cow's milk allergy (CMA). |||| Reformulation: "
7,Which vegan milk besides soy is best for baking?,"Query: What would be second best? |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| To do so, they compared the health benefits of the four most popular alternative milks, including soy, almond, coconut and rice. ||| Can I make soy milk at home? ||| Ordinary methods for making soy milk at home are often very labor-intensive (requiring beans to be soaked, ground in a blender, strained, and then cooked). ||| Oat seems popular now.  Why? ||| Regardless, oat milk is often consumed to replace dairy milk in vegan diets, or in the cases of medical conditions where dairy is incompatible, such as lactose intolerance or a cow's milk allergy (CMA). ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| That means that soy milk is also the best choice when making vegan buttermilk for Vegan Buttermilk Biscuits or for dredging to make breaded dishes like “Chicken-Fried” Tofu Steaks. |||| Reformulation: "
8,What vegan milk is best in my morning latte?,"Query: What is the best in my morning latte? |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Can I make soy milk at home? ||| Ordinary methods for making soy milk at home are often very labor-intensive (requiring beans to be soaked, ground in a blender, strained, and then cooked). ||| Oat seems popular now.  Why? ||| Regardless, oat milk is often consumed to replace dairy milk in vegan diets, or in the cases of medical conditions where dairy is incompatible, such as lactose intolerance or a cow's milk allergy (CMA). ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| That means that soy milk is also the best choice when making vegan buttermilk for Vegan Buttermilk Biscuits or for dredging to make breaded dishes like “Chicken-Fried” Tofu Steaks. ||| Which vegan milk besides soy is best for baking? ||| If you're still concerned or allergic to soy then it's great that we now have hemp milk as a soy-free alternative. |||| Reformulation: "
9,"I didn’t expect that. Really, hemp? Say more about hemp milk for coffee.","Query: I didn’t expect that. Really, hemp? Say more. |||| Context: What are the benefits of cow milk? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Can I make soy milk at home? |||  ||| Oat seems popular now.  Why? ||| Regardless, oat milk is often consumed to replace dairy milk in vegan diets, or in the cases of medical conditions where dairy is incompatible, such as lactose intolerance or a cow's milk allergy (CMA). ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| That means that soy milk is also the best choice when making vegan buttermilk for Vegan Buttermilk Biscuits or for dredging to make breaded dishes like “Chicken-Fried” Tofu Steaks. ||| Which vegan milk besides soy is best for baking? ||| If you're still concerned or allergic to soy then it's great that we now have hemp milk as a soy-free alternative. ||| What vegan milk is best in my morning latte? ||| Hemp is conducive to being organically grown and labeled. |||| Reformulation: "
0,"I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car?","Query: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Context:  |||| Reformulation: "
1,What is Hennessey Venom GT based on?,"Query: What is the first based on? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| The Guinness World record for the fastest car is held by the Bugatti Veyron Super Sport (second car in our list) at 269.86mph. |||| Reformulation: "
2,How fast can the unmodified base Lotus Elise/Exige go?,"Query: How fast can the unmodified base car go? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| The Guinness World record for the fastest car is held by the Bugatti Veyron Super Sport (second car in our list) at 269.86mph. ||| What is Hennessey Venom GT based on? ||| The Venom GT utilizes a heavily modified Lotus Elise/Exige chassis. |||| Reformulation: "
3,How fast can the Lotus Elise/Exige go?,"Query: No, I meant the Lotus. |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| The Guinness World record for the fastest car is held by the Bugatti Veyron Super Sport (second car in our list) at 269.86mph. ||| What is Hennessey Venom GT based on? ||| The Venom GT utilizes a heavily modified Lotus Elise/Exige chassis. ||| How fast can the unmodified base Lotus Elise/Exige go? |||  |||| Reformulation: "
4,Can any super car go over 300 mph?,"Query: Can any go over 300 mph? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| The Guinness World record for the fastest car is held by the Bugatti Veyron Super Sport (second car in our list) at 269.86mph. ||| What is Hennessey Venom GT based on? ||| The Venom GT utilizes a heavily modified Lotus Elise/Exige chassis. ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| How fast can the Lotus Elise/Exige go? ||| It can sprint from 0 to 60 mph (97 km/h) in 3.5 seconds and has a top speed of 178 mph (286 km/h). |||| Reformulation: "
5,What is the origin of funny cars? Why do they call them funny cars?,"Query: What is the origin of funny cars? Why do they call them that? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  ||| What is Hennessey Venom GT based on? ||| The Venom GT utilizes a heavily modified Lotus Elise/Exige chassis. ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| How fast can the Lotus Elise/Exige go? ||| It can sprint from 0 to 60 mph (97 km/h) in 3.5 seconds and has a top speed of 178 mph (286 km/h). ||| Can any super car go over 300 mph? ||| Funny cars are basically top fuel dragsters with a body over the chassis. |||| Reformulation: "
6,How fast did the first funny car go?,"Query: How fast did it go? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  ||| What is Hennessey Venom GT based on? |||  ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| How fast can the Lotus Elise/Exige go? ||| It can sprint from 0 to 60 mph (97 km/h) in 3.5 seconds and has a top speed of 178 mph (286 km/h). ||| Can any super car go over 300 mph? ||| Funny cars are basically top fuel dragsters with a body over the chassis. ||| What is the origin of funny cars? Why do they call them funny cars? ||| Hot Rod News Comparing Vintage and Modern Funny Cars Written by Brandan Gillogly on February 13, 2016Elana Scherr - writer; Wes Allison - photographer;View All 78 Photos The first Funny Cars showed up in the mid 1960s, how have they changed in the last half century? Race cars develop in fits and spurts. |||| Reformulation: "
