,Target,Source
0,How do I build a cheap driveway?,Query: How do I build a cheap driveway? |||| Context:  |||| Reformulation: 
1,Which is cheaper way to build a driveway: concrete or asphalt?,"Query: Which is cheaper: concrete or asphalt? |||| Context: How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways – These driveways are usually created by dunking a load of gravel and leveling it. Gravel driveways are cheap, can last can last of a very long time and require little maintenance. |||| Reformulation: "
2,What type of de-icing product can damage concrete driveways?,"Query: Really?  What type of product? |||| Context: How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways – These driveways are usually created by dunking a load of gravel and leveling it. Gravel driveways are cheap, can last can last of a very long time and require little maintenance. ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| ""Pros and Cons: Asphalt vs. Concrete Driveway Choosing the driveway material that’s best for you often depends on your climate and budget. When the time comes to install a new driveway, the biggest decision is whether to use concrete or asphalt. |||| Reformulation: "
3,Which type of driveway is more environmentally friendly?,"Query: Who knew?  Which is more environmentally friendly? |||| Context: How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways – These driveways are usually created by dunking a load of gravel and leveling it. Gravel driveways are cheap, can last can last of a very long time and require little maintenance. ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| ""Pros and Cons: Asphalt vs. Concrete Driveway Choosing the driveway material that’s best for you often depends on your climate and budget. When the time comes to install a new driveway, the biggest decision is whether to use concrete or asphalt. ||| What type of de-icing product can damage concrete driveways? ||| What Rock Salt is Safe for Concrete? Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. In recent years, a growing number of home and business owners have become increasingly concerned about the effects of rock salt on concrete. |||| Reformulation: "
4,No. Which type of driveway is better for the environment?,"Query: No.  Which type of driveway is better for the environment? |||| Context: How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways – These driveways are usually created by dunking a load of gravel and leveling it. Gravel driveways are cheap, can last can last of a very long time and require little maintenance. ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| ""Pros and Cons: Asphalt vs. Concrete Driveway Choosing the driveway material that’s best for you often depends on your climate and budget. When the time comes to install a new driveway, the biggest decision is whether to use concrete or asphalt. ||| What type of de-icing product can damage concrete driveways? ||| What Rock Salt is Safe for Concrete? Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. In recent years, a growing number of home and business owners have become increasingly concerned about the effects of rock salt on concrete. ||| Which type of driveway is more environmentally friendly? ||| Rock salt is very inexpensive but also a corrosive and concentrated substance, which can cause problems for your plants, animals, and waterways. The same chemical magic that turns ice into water creates a very salty brine that can make household pets sick, kill lawns and eats away at concrete, brick, and stone. |||| Reformulation: "
5,Which type of driveway is the most low-maintenance?,"Query: And most low-maintenance? |||| Context: How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways – These driveways are usually created by dunking a load of gravel and leveling it. Gravel driveways are cheap, can last can last of a very long time and require little maintenance. ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| ""Pros and Cons: Asphalt vs. Concrete Driveway Choosing the driveway material that’s best for you often depends on your climate and budget. When the time comes to install a new driveway, the biggest decision is whether to use concrete or asphalt. ||| What type of de-icing product can damage concrete driveways? ||| What Rock Salt is Safe for Concrete? Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. In recent years, a growing number of home and business owners have become increasingly concerned about the effects of rock salt on concrete. ||| Which type of driveway is more environmentally friendly? ||| Rock salt is very inexpensive but also a corrosive and concentrated substance, which can cause problems for your plants, animals, and waterways. The same chemical magic that turns ice into water creates a very salty brine that can make household pets sick, kill lawns and eats away at concrete, brick, and stone. ||| No. Which type of driveway is better for the environment? ||| These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. There are three main types of solution to creating a permeable driveway: Using gravel or a mainly green, vegetated area. |||| Reformulation: "
6,Really? How long does an asphalt driveway last?,"Query: Really? What about asphalt? |||| Context: How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways – These driveways are usually created by dunking a load of gravel and leveling it. Gravel driveways are cheap, can last can last of a very long time and require little maintenance. ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| ""Pros and Cons: Asphalt vs. Concrete Driveway Choosing the driveway material that’s best for you often depends on your climate and budget. When the time comes to install a new driveway, the biggest decision is whether to use concrete or asphalt. ||| What type of de-icing product can damage concrete driveways? ||| What Rock Salt is Safe for Concrete? Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. In recent years, a growing number of home and business owners have become increasingly concerned about the effects of rock salt on concrete. ||| Which type of driveway is more environmentally friendly? ||| Rock salt is very inexpensive but also a corrosive and concentrated substance, which can cause problems for your plants, animals, and waterways. The same chemical magic that turns ice into water creates a very salty brine that can make household pets sick, kill lawns and eats away at concrete, brick, and stone. ||| No. Which type of driveway is better for the environment? ||| These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. There are three main types of solution to creating a permeable driveway: Using gravel or a mainly green, vegetated area. ||| Which type of driveway is the most low-maintenance? ||| Cost Chart: Paver Driveway – #1 – Most Expensive Concrete Driveway – #2Asphalt Driveway – #3Gravel Driveway – #4 – Least Expensive A concrete driveway is the second most expensive driveway when comparing it to the other hard surface driveways. Ongoing Maintenance Chart: Gravel Driveway – #1 – Most Ongoing Maintenance Asphalt Driveway – #2Concrete Driveway – #3Paver Driveway – #4 – Least Ongoing Maintenance A concrete driveway requires the second least amount of ongoing maintenance, compared to the other hard surface driveways. |||| Reformulation: "
7,Is sealing an asphalt driveway worth it?,"Query: Is sealing worth it? |||| Context: How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways – These driveways are usually created by dunking a load of gravel and leveling it. Gravel driveways are cheap, can last can last of a very long time and require little maintenance. ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| ""Pros and Cons: Asphalt vs. Concrete Driveway Choosing the driveway material that’s best for you often depends on your climate and budget. When the time comes to install a new driveway, the biggest decision is whether to use concrete or asphalt. ||| What type of de-icing product can damage concrete driveways? ||| What Rock Salt is Safe for Concrete? Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. In recent years, a growing number of home and business owners have become increasingly concerned about the effects of rock salt on concrete. ||| Which type of driveway is more environmentally friendly? ||| Rock salt is very inexpensive but also a corrosive and concentrated substance, which can cause problems for your plants, animals, and waterways. The same chemical magic that turns ice into water creates a very salty brine that can make household pets sick, kill lawns and eats away at concrete, brick, and stone. ||| No. Which type of driveway is better for the environment? ||| These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. There are three main types of solution to creating a permeable driveway: Using gravel or a mainly green, vegetated area. ||| Which type of driveway is the most low-maintenance? ||| Cost Chart: Paver Driveway – #1 – Most Expensive Concrete Driveway – #2Asphalt Driveway – #3Gravel Driveway – #4 – Least Expensive A concrete driveway is the second most expensive driveway when comparing it to the other hard surface driveways. Ongoing Maintenance Chart: Gravel Driveway – #1 – Most Ongoing Maintenance Asphalt Driveway – #2Concrete Driveway – #3Paver Driveway – #4 – Least Ongoing Maintenance A concrete driveway requires the second least amount of ongoing maintenance, compared to the other hard surface driveways. ||| Really? How long does an asphalt driveway last? ||| Asphalt Driveways Asphalt is one of the most commonly chosen materials for paving driveways and parking lots. During installation, the area will need to be excavated and graded to be paved and allow the base to settle before applying the hot mix asphalt and compacting it with a heavy duty roller. |||| Reformulation: "
0,How can fires help an ecosystem?,Query: How can fires help an ecosystem? |||| Context:  |||| Reformulation: 
1,Give me some examples of organisms that have adapted to exploit natural wildfire.,"Query: Give me some examples. |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. |||| Reformulation: "
2,Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires?,"Query: Cool name!  What are other fire-followers? |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| Not only will the number of thriving annual plants be higher after a fire, but the number of species will also be significantly higher. This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. |||| Reformulation: "
3,Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem?,"Query: Let’s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture? |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| Not only will the number of thriving annual plants be higher after a fire, but the number of species will also be significantly higher. This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The longleaf pine ecosystem is known as a fire climax community. The organization group Longleaf Alliance defines a fire climax community as ""a plant and animal community that is limited by and adapted to an early successional stage by frequent fire disturbances"". |||| Reformulation: "
4,Can agriculture cause desertification?,"Query: Can it cause desertification? |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| Not only will the number of thriving annual plants be higher after a fire, but the number of species will also be significantly higher. This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The longleaf pine ecosystem is known as a fire climax community. The organization group Longleaf Alliance defines a fire climax community as ""a plant and animal community that is limited by and adapted to an early successional stage by frequent fire disturbances"". ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| That agriculture has a huge effect on our ecosystems: pesticides and other toxic chemicals used in food production can wash downstream, killing many types of animals, polluting our waterways and even making humans ill. Fertilizers can wash downstream, causing """"blooms"""" or large populations of algae and bacteria, which can harm fish populations. |||| Reformulation: "
5,What does it mean for soil to be tired?,"Query: What does it mean to be tired? |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| Not only will the number of thriving annual plants be higher after a fire, but the number of species will also be significantly higher. This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The longleaf pine ecosystem is known as a fire climax community. The organization group Longleaf Alliance defines a fire climax community as ""a plant and animal community that is limited by and adapted to an early successional stage by frequent fire disturbances"". ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| That agriculture has a huge effect on our ecosystems: pesticides and other toxic chemicals used in food production can wash downstream, killing many types of animals, polluting our waterways and even making humans ill. Fertilizers can wash downstream, causing """"blooms"""" or large populations of algae and bacteria, which can harm fish populations. ||| Can agriculture cause desertification? ||| Most plants, unless specially adapted to desert conditions, can not thrive in dry, arid conditions. Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. |||| Reformulation: "
6,"Permaculture sounds like organic farming, how are they related?","Query: That sounds like organic farming.  How are they related? |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| Not only will the number of thriving annual plants be higher after a fire, but the number of species will also be significantly higher. This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The longleaf pine ecosystem is known as a fire climax community. The organization group Longleaf Alliance defines a fire climax community as ""a plant and animal community that is limited by and adapted to an early successional stage by frequent fire disturbances"". ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| That agriculture has a huge effect on our ecosystems: pesticides and other toxic chemicals used in food production can wash downstream, killing many types of animals, polluting our waterways and even making humans ill. Fertilizers can wash downstream, causing """"blooms"""" or large populations of algae and bacteria, which can harm fish populations. ||| Can agriculture cause desertification? ||| Most plants, unless specially adapted to desert conditions, can not thrive in dry, arid conditions. Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| What does it mean for soil to be tired? ||| Section::::Regenerative agriculture. Agriculture is seen to be one of the main players in the depletion of soil richness in human history. |||| Reformulation: "
7,"Does organic farming reduce global warming, and if so, how?","Query: Does organic farming reduce global warming, and if so, how? |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| Not only will the number of thriving annual plants be higher after a fire, but the number of species will also be significantly higher. This is due not only to the fact that there are more resources available but also because several plant species in chaparral biomes are so adapted to the cycle of periodic fires that their seeds are only able to sprout after a fire. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The longleaf pine ecosystem is known as a fire climax community. The organization group Longleaf Alliance defines a fire climax community as ""a plant and animal community that is limited by and adapted to an early successional stage by frequent fire disturbances"". ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| That agriculture has a huge effect on our ecosystems: pesticides and other toxic chemicals used in food production can wash downstream, killing many types of animals, polluting our waterways and even making humans ill. Fertilizers can wash downstream, causing """"blooms"""" or large populations of algae and bacteria, which can harm fish populations. ||| Can agriculture cause desertification? ||| Most plants, unless specially adapted to desert conditions, can not thrive in dry, arid conditions. Farming is major cause of desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| What does it mean for soil to be tired? ||| Section::::Regenerative agriculture. Agriculture is seen to be one of the main players in the depletion of soil richness in human history. ||| Permaculture sounds like organic farming, how are they related? ||| According to Permaculture Planet.com:“Permaculture is an interdisciplinary earth science which encompasses many kinds of appropriate technologies and sustainable design methodologies, such as; renewable energy, water conservation, organic food production, ecological building techniques, micro-economics and more. In a world of rapid ecological change &amp; seemingly insurmountable social &amp; environmental problems, Permaculture offers practical solutions using design principles drawn from the observation of natural systems. |||| Reformulation: "
0,Why do cats eat plastic?,Query: Why do cats eat plastic? |||| Context:  |||| Reformulation: 
1,Will eating plastic kill a cat?,"Query: Will it kill him? |||| Context: Why do cats eat plastic? ||| ""The persistence of pica in the seeming absence of a physiological cause might be due to the fortuitous acquisition of a conditioned illness during the period of physiological insult. "" Cats also display pica behavior in their natural environments and there is evidence to support that this behavior has a psychological aspect to it. |||| Reformulation: "
2,What?  No. Will eating plastic kill my cat?,"Query: What?  No.  Will eating plastic kill my cat? |||| Context: Why do cats eat plastic? ||| ""The persistence of pica in the seeming absence of a physiological cause might be due to the fortuitous acquisition of a conditioned illness during the period of physiological insult. "" Cats also display pica behavior in their natural environments and there is evidence to support that this behavior has a psychological aspect to it. ||| Will eating plastic kill a cat? ||| This stress can be passed on to puppies and kittens affecting their disposition, personality and behavior. Premature weaning stresses the developing immune system. |||| Reformulation: "
3,How do I get a cat to stop eating plastic?,"Query: How do I get him to stop? |||| Context: Why do cats eat plastic? ||| ""The persistence of pica in the seeming absence of a physiological cause might be due to the fortuitous acquisition of a conditioned illness during the period of physiological insult. "" Cats also display pica behavior in their natural environments and there is evidence to support that this behavior has a psychological aspect to it. ||| Will eating plastic kill a cat? ||| This stress can be passed on to puppies and kittens affecting their disposition, personality and behavior. Premature weaning stresses the developing immune system. ||| What?  No. Will eating plastic kill my cat? ||| Any object may be a potential target, however. Why is Pica Dangerous? Other than its destructive potential, pica can be extremely hazardous to your cat's health if non-food items are consumed. |||| Reformulation: "
