,Target,Source
4,No. Which type of driveway is better for the environment?,"Query: No.  Which type of driveway is better for the environment? |||| Context: Which type of driveway is more environmentally friendly? ||| Which means eco-friendly and pet friendly claims abound. ||| What type of de-icing product can damage concrete driveways? ||| Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. ||| Which is cheaper way to build a driveway: concrete or asphalt? ||| In winter, concrete driveways can suffer damage if you use the wrong de-icing product. ||| How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways |||| Reformulation: "
5,Which type of driveway is the most low-maintenance?,"Query: And most low-maintenance? |||| Context: No. Which type of driveway is better for the environment? ||| These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. ||| Which type of driveway is more environmentally friendly? ||| Which means eco-friendly and pet friendly claims abound. ||| What type of de-icing product can damage concrete driveways? ||| Although we all know that snow and ice can create dangerous conditions throughout our properties, we also don’t want to create even bigger issues by using the wrong ice melting product. ||| Which is cheaper way to build a driveway: concrete or asphalt? |||  ||| How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways |||| Reformulation: "
6,Really? How long does an asphalt driveway last?,"Query: Really? What about asphalt? |||| Context: Which type of driveway is the most low-maintenance? ||| Ongoing Maintenance Chart: Gravel Driveway – #1 – Most Ongoing Maintenance Asphalt Driveway – #2Concrete Driveway – #3Paver Driveway – #4 – ||| No. Which type of driveway is better for the environment? ||| These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. ||| Which type of driveway is more environmentally friendly? ||| Which means eco-friendly and pet friendly claims abound. ||| What type of de-icing product can damage concrete driveways? |||  ||| Which is cheaper way to build a driveway: concrete or asphalt? |||  ||| How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways |||| Reformulation: "
7,Is sealing an asphalt driveway worth it?,"Query: Is sealing worth it? |||| Context: Really? How long does an asphalt driveway last? ||| Asphalt Driveways Asphalt is one of the most commonly chosen materials for paving driveways and parking lots. ||| Which type of driveway is the most low-maintenance? ||| Ongoing Maintenance Chart: Gravel Driveway – #1 – Most Ongoing Maintenance Asphalt Driveway – #2Concrete Driveway – #3Paver Driveway – #4 – ||| No. Which type of driveway is better for the environment? ||| These types of surfaces canalso be better for the environment and do not necessarily cost more or require a lot of maintenance. ||| Which type of driveway is more environmentally friendly? |||  ||| What type of de-icing product can damage concrete driveways? |||  ||| Which is cheaper way to build a driveway: concrete or asphalt? |||  ||| How do I build a cheap driveway? ||| Types of Driveways – Gravel, asphalt, brick &amp; concrete driveway Gravel Driveways |||| Reformulation: "
0,How can fires help an ecosystem?,Query: How can fires help an ecosystem? |||| Context:  |||| Reformulation: 
1,Give me some examples of organisms that have adapted to exploit natural wildfire.,"Query: Give me some examples. |||| Context: How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. |||| Reformulation: "
2,Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires?,"Query: Cool name!  What are other fire-followers? |||| Context: Give me some examples of organisms that have adapted to exploit natural wildfire. ||| These annual plant species are sometimes called fire-followers because they are only seen in the first couple of years following a fire when they are a part of the dominant vegetation in a chaparral ecosystem. ||| How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. |||| Reformulation: "
3,Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem?,"Query: Let’s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture? |||| Context: Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The longleaf pine ecosystem is known as a fire climax community. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| These annual plant species are sometimes called fire-followers because they are only seen in the first couple of years following a fire when they are a part of the dominant vegetation in a chaparral ecosystem. ||| How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. |||| Reformulation: "
4,Can agriculture cause desertification?,"Query: Can it cause desertification? |||| Context: Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| Fertilizers can wash downstream, causing """"blooms"""" or large populations of algae and bacteria, which can harm fish populations. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The longleaf pine ecosystem is known as a fire climax community. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. ||| These annual plant species are sometimes called fire-followers because they are only seen in the first couple of years following a fire when they are a part of the dominant vegetation in a chaparral ecosystem. ||| How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. |||| Reformulation: "
5,What does it mean for soil to be tired?,"Query: What does it mean to be tired? |||| Context: Can agriculture cause desertification? ||| desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| Fertilizers can wash downstream, causing """"blooms"""" or large populations of algae and bacteria, which can harm fish populations. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The longleaf pine ecosystem is known as a fire climax community. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. |||| Reformulation: "
6,"Permaculture sounds like organic farming, how are they related?","Query: That sounds like organic farming.  How are they related? |||| Context: What does it mean for soil to be tired? |||  ||| Can agriculture cause desertification? ||| desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| Fertilizers can wash downstream, causing """"blooms"""" or large populations of algae and bacteria, which can harm fish populations. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| How can fires help an ecosystem? ||| Many ecosystems, particularly prairie, savanna, chaparral and coniferous forests, have evolved with fire as an essential contributor to habitat vitality and renewal. |||| Reformulation: "
7,"Does organic farming reduce global warming, and if so, how?","Query: Does organic farming reduce global warming, and if so, how? |||| Context: Permaculture sounds like organic farming, how are they related? ||| According to Permaculture Planet.com:“Permaculture is an interdisciplinary earth science which encompasses many kinds of appropriate technologies and sustainable design methodologies, such as; renewable energy, water conservation, organic food production, ecological building techniques, micro-economics and more. ||| What does it mean for soil to be tired? |||  ||| Can agriculture cause desertification? ||| desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? |||  ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| How can fires help an ecosystem? |||| Reformulation: "
0,Why do cats eat plastic?,Query: Why do cats eat plastic? |||| Context:  |||| Reformulation: 
1,Will eating plastic kill a cat?,"Query: Will it kill him? |||| Context: Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. |||| Reformulation: "
2,What?  No. Will eating plastic kill my cat?,"Query: What?  No.  Will eating plastic kill my cat? |||| Context: Will eating plastic kill a cat? |||  ||| Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. |||| Reformulation: "
3,How do I get a cat to stop eating plastic?,"Query: How do I get him to stop? |||| Context: What?  No. Will eating plastic kill my cat? ||| Additionally, many common houseplants are toxic to cats; chewing or eating these plants can cause a wide range of symptoms from drooling to death. ||| Will eating plastic kill a cat? |||  ||| Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. |||| Reformulation: "
4,Should I get a second cat to ease my cat’s boredom or loneliness?,"Query: Should I get a second one? |||| Context: How do I get a cat to stop eating plastic? |||  ||| What?  No. Will eating plastic kill my cat? ||| Additionally, many common houseplants are toxic to cats; chewing or eating these plants can cause a wide range of symptoms from drooling to death. ||| Will eating plastic kill a cat? |||  ||| Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. |||| Reformulation: "
5,What are my cat’s desires?,"Query: What are his desires? |||| Context: Should I get a second cat to ease my cat’s boredom or loneliness? ||| If you are willing to put in the time, patience and expense of a second pet, then take a look at your cat's desires. ||| How do I get a cat to stop eating plastic? |||  ||| What?  No. Will eating plastic kill my cat? ||| Additionally, many common houseplants are toxic to cats; chewing or eating these plants can cause a wide range of symptoms from drooling to death. ||| Will eating plastic kill a cat? |||  ||| Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. |||| Reformulation: "
6,What does a cat’s slow blink mean?,"Query: What does the slow blink mean? |||| Context: What are my cat’s desires? |||  ||| Should I get a second cat to ease my cat’s boredom or loneliness? ||| If you are willing to put in the time, patience and expense of a second pet, then take a look at your cat's desires. ||| How do I get a cat to stop eating plastic? |||  ||| What?  No. Will eating plastic kill my cat? |||  ||| Will eating plastic kill a cat? |||  ||| Why do cats eat plastic? ||| Cats have been observed to start by chewing and sucking on non-nutritive substances like wool, cotton, rubber, plastic and even cardboard and then progress into ingestion of these substances. |||| Reformulation: "
0,What are the benefits of cow milk?,Query: What are the benefits of cow milk? |||| Context:  |||| Reformulation: 
1,What about an alternative. How is milk made from almonds?,"Query: What about an alternative. I’ve heard it's also made from almonds? |||| Context: What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
2,"Which of the milk options (almond, oat, hemp or rice milk) is the healthiest?","Query: Which is healthiest? |||| Context: What about an alternative. How is milk made from almonds? ||| (Almonds provide some calcium, but not as much as cow’s milk. ||| What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
3,"No, the vegan ones. Which of the vegan alternative milk options is healthiest?","Query: No, the vegan ones. Which of those alternatives is healthiest? |||| Context: Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ ||| What about an alternative. How is milk made from almonds? ||| (Almonds provide some calcium, but not as much as cow’s milk. ||| What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
4,Can I make soy milk at home?,"Query: Can I make it at home? |||| Context: No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| There are a ton of nondairy milks to choose from, but which one is the healthiest?»RELATED: Milk in the fridge? ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ ||| What about an alternative. How is milk made from almonds? ||| (Almonds provide some calcium, but not as much as cow’s milk. ||| What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
5,Oat seems popular now.  Why?,"Query: Oat seems popular now.  Why? |||| Context: Can I make soy milk at home? ||| Ordinary methods for making soy milk at home are often very labor-intensive (requiring beans to be soaked, ground in a blender, strained, and then cooked). ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| There are a ton of nondairy milks to choose from, but which one is the healthiest?»RELATED: Milk in the fridge? ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
6,I’m going to bake some cookies. Which vegan milk is best for baking cookies?,"Query: I’m going to bake some cookies. Which one would be the best to use? |||| Context: Oat seems popular now.  Why? ||| Oats contain high amounts of functional protein, dietary fiber (β-glucan), and unsaturated fatty acids, which make oat milk a significant source of nutrients, though uncertainty surrounds its practical use as a dairy milk substitute. ||| Can I make soy milk at home? ||| Ordinary methods for making soy milk at home are often very labor-intensive (requiring beans to be soaked, ground in a blender, strained, and then cooked). ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| There are a ton of nondairy milks to choose from, but which one is the healthiest?»RELATED: Milk in the fridge? ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
7,Which vegan milk besides soy is best for baking?,"Query: What would be second best? |||| Context: I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| In baking, soy milk is also one of the best choices because of its high protein content. ||| Oat seems popular now.  Why? ||| Oats contain high amounts of functional protein, dietary fiber (β-glucan), and unsaturated fatty acids, which make oat milk a significant source of nutrients, though uncertainty surrounds its practical use as a dairy milk substitute. ||| Can I make soy milk at home? ||| Ordinary methods for making soy milk at home are often very labor-intensive (requiring beans to be soaked, ground in a blender, strained, and then cooked). ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of |||| Reformulation: "
8,What vegan milk is best in my morning latte?,"Query: What is the best in my morning latte? |||| Context: Which vegan milk besides soy is best for baking? |||  ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| In baking, soy milk is also one of the best choices because of its high protein content. ||| Oat seems popular now.  Why? ||| Oats contain high amounts of functional protein, dietary fiber (β-glucan), and unsaturated fatty acids, which make oat milk a significant source of nutrients, though uncertainty surrounds its practical use as a dairy milk substitute. ||| Can I make soy milk at home? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
9,"I didn’t expect that. Really, hemp? Say more about hemp milk for coffee.","Query: I didn’t expect that. Really, hemp? Say more. |||| Context: What vegan milk is best in my morning latte? ||| Hemp milk Hemp milk, or hemp seed milk, is a plant milk made from hemp seeds that are soaked and ground in water. ||| Which vegan milk besides soy is best for baking? |||  ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| In baking, soy milk is also one of the best choices because of its high protein content. ||| Oat seems popular now.  Why? |||  ||| Can I make soy milk at home? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
0,"I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car?","Query: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Context:  |||| Reformulation: "
1,What is Hennessey Venom GT based on?,"Query: What is the first based on? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| However, when it comes to Guinness World records Venom GT is still not considered as the fastest car in the world. |||| Reformulation: "
2,How fast can the unmodified base Lotus Elise/Exige go?,"Query: How fast can the unmodified base car go? |||| Context: What is Hennessey Venom GT based on? ||| The manufacturer states that the modified chassis uses components from the Lotus Exige, including the roof, doors, side glass, windscreen, cockpit, floorpan, HVAC system, wiper and head lamps, though the manufacturer is not associated with Lotus Cars. ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| However, when it comes to Guinness World records Venom GT is still not considered as the fastest car in the world. |||| Reformulation: "
3,How fast can the Lotus Elise/Exige go?,"Query: No, I meant the Lotus. |||| Context: How fast can the unmodified base Lotus Elise/Exige go? ||| This was a great way to validate the technical excellence of our car which includes high-speed stability with an open roof. ||| What is Hennessey Venom GT based on? ||| The manufacturer states that the modified chassis uses components from the Lotus Exige, including the roof, doors, side glass, windscreen, cockpit, floorpan, HVAC system, wiper and head lamps, though the manufacturer is not associated with Lotus Cars. ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| However, when it comes to Guinness World records Venom GT is still not considered as the fastest car in the world. |||| Reformulation: "
4,Can any super car go over 300 mph?,"Query: Can any go over 300 mph? |||| Context: How fast can the Lotus Elise/Exige go? ||| It can sprint from 0 to 60 mph (97 km/h) in 3.5 seconds and has a top speed of 178 mph (286 km/h). ||| How fast can the unmodified base Lotus Elise/Exige go? ||| This was a great way to validate the technical excellence of our car which includes high-speed stability with an open roof. ||| What is Hennessey Venom GT based on? ||| The manufacturer states that the modified chassis uses components from the Lotus Exige, including the roof, doors, side glass, windscreen, cockpit, floorpan, HVAC system, wiper and head lamps, though the manufacturer is not associated with Lotus Cars. ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| However, when it comes to Guinness World records Venom GT is still not considered as the fastest car in the world. |||| Reformulation: "
5,What is the origin of funny cars? Why do they call them funny cars?,"Query: What is the origin of funny cars? Why do they call them that? |||| Context: Can any super car go over 300 mph? ||| They are top fuel dragster, top fuel funny car, pro modified, pro stock, and pro stock bike. ||| How fast can the Lotus Elise/Exige go? ||| It can sprint from 0 to 60 mph (97 km/h) in 3.5 seconds and has a top speed of 178 mph (286 km/h). ||| How fast can the unmodified base Lotus Elise/Exige go? ||| This was a great way to validate the technical excellence of our car which includes high-speed stability with an open roof. ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| However, when it comes to Guinness World records Venom GT is still not considered as the fastest car in the world. |||| Reformulation: "
6,How fast did the first funny car go?,"Query: How fast did it go? |||| Context: What is the origin of funny cars? Why do they call them funny cars? ||| Hot Rod News Comparing Vintage and Modern Funny Cars Written by Brandan Gillogly on February 13, 2016Elana Scherr - writer; ||| Can any super car go over 300 mph? ||| They are top fuel dragster, top fuel funny car, pro modified, pro stock, and pro stock bike. ||| How fast can the Lotus Elise/Exige go? ||| It can sprint from 0 to 60 mph (97 km/h) in 3.5 seconds and has a top speed of 178 mph (286 km/h). ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| However, when it comes to Guinness World records Venom GT is still not considered as the fastest car in the world. |||| Reformulation: "
7,"No, I meant the funny car.  But, that’s interesting. I heard it has ludicrous mode.  How does the Tesla Roadster Sport’s quickness compare to the Hennessey Venom GT?","Query: No, I meant the funny car.  But, that’s interesting. I heard it has a ludicrous mode. How does its quickness compare to the Venom? |||| Context: How fast did the first funny car go? ||| In the interior the gear selector is similar to a push-button automatic with buttons labeled P, R, N and D while some earlier models have a gear lever similar to that in cars with manual transmission. ||| What is the origin of funny cars? Why do they call them funny cars? ||| Hot Rod News Comparing Vintage and Modern Funny Cars Written by Brandan Gillogly on February 13, 2016Elana Scherr - writer; ||| Can any super car go over 300 mph? ||| They are top fuel dragster, top fuel funny car, pro modified, pro stock, and pro stock bike. ||| How fast can the Lotus Elise/Exige go? |||  ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| However, when it comes to Guinness World records Venom GT is still not considered as the fastest car in the world. |||| Reformulation: "
