,Target,Source
3,How do I get a cat to stop eating plastic?,Query: How do I get him to stop? |||| Context: What?  No.  Will eating plastic kill my cat? ||| Will it kill him? ||| Why do cats eat plastic? |||| Reformulation: 
4,Should I get a second cat to ease my cat’s boredom or loneliness?,Query: Should I get a second one? |||| Context: How do I get him to stop? ||| What?  No.  Will eating plastic kill my cat? ||| Will it kill him? ||| Why do cats eat plastic? |||| Reformulation: 
5,What are my cat’s desires?,Query: What are his desires? |||| Context: Should I get a second one? ||| How do I get him to stop? ||| What?  No.  Will eating plastic kill my cat? ||| Will it kill him? ||| Why do cats eat plastic? |||| Reformulation: 
6,What does a cat’s slow blink mean?,Query: What does the slow blink mean? |||| Context: What are his desires? ||| Should I get a second one? ||| How do I get him to stop? ||| What?  No.  Will eating plastic kill my cat? ||| Will it kill him? ||| Why do cats eat plastic? |||| Reformulation: 
0,What are the benefits of cow milk?,Query: What are the benefits of cow milk? |||| Context:  |||| Reformulation: 
1,What about an alternative. How is milk made from almonds?,Query: What about an alternative. I’ve heard it's also made from almonds? |||| Context: What are the benefits of cow milk? |||| Reformulation: 
2,"Which of the milk options (almond, oat, hemp or rice milk) is the healthiest?",Query: Which is healthiest? |||| Context: What about an alternative. I’ve heard it's also made from almonds? ||| What are the benefits of cow milk? |||| Reformulation: 
3,"No, the vegan ones. Which of the vegan alternative milk options is healthiest?","Query: No, the vegan ones. Which of those alternatives is healthiest? |||| Context: Which is healthiest? ||| What about an alternative. I’ve heard it's also made from almonds? ||| What are the benefits of cow milk? |||| Reformulation: "
4,Can I make soy milk at home?,"Query: Can I make it at home? |||| Context: No, the vegan ones. Which of those alternatives is healthiest? ||| Which is healthiest? ||| What about an alternative. I’ve heard it's also made from almonds? ||| What are the benefits of cow milk? |||| Reformulation: "
5,Oat seems popular now.  Why?,"Query: Oat seems popular now.  Why? |||| Context: Can I make it at home? ||| No, the vegan ones. Which of those alternatives is healthiest? ||| Which is healthiest? ||| What about an alternative. I’ve heard it's also made from almonds? ||| What are the benefits of cow milk? |||| Reformulation: "
6,I’m going to bake some cookies. Which vegan milk is best for baking cookies?,"Query: I’m going to bake some cookies. Which one would be the best to use? |||| Context: Oat seems popular now.  Why? ||| Can I make it at home? ||| No, the vegan ones. Which of those alternatives is healthiest? ||| Which is healthiest? ||| What about an alternative. I’ve heard it's also made from almonds? ||| What are the benefits of cow milk? |||| Reformulation: "
7,Which vegan milk besides soy is best for baking?,"Query: What would be second best? |||| Context: I’m going to bake some cookies. Which one would be the best to use? ||| Oat seems popular now.  Why? ||| Can I make it at home? ||| No, the vegan ones. Which of those alternatives is healthiest? ||| Which is healthiest? ||| What about an alternative. I’ve heard it's also made from almonds? ||| What are the benefits of cow milk? |||| Reformulation: "
8,What vegan milk is best in my morning latte?,"Query: What is the best in my morning latte? |||| Context: What would be second best? ||| I’m going to bake some cookies. Which one would be the best to use? ||| Oat seems popular now.  Why? ||| Can I make it at home? ||| No, the vegan ones. Which of those alternatives is healthiest? ||| Which is healthiest? ||| What about an alternative. I’ve heard it's also made from almonds? ||| What are the benefits of cow milk? |||| Reformulation: "
9,"I didn’t expect that. Really, hemp? Say more about hemp milk for coffee.","Query: I didn’t expect that. Really, hemp? Say more. |||| Context: What is the best in my morning latte? ||| What would be second best? ||| I’m going to bake some cookies. Which one would be the best to use? ||| Oat seems popular now.  Why? ||| Can I make it at home? ||| No, the vegan ones. Which of those alternatives is healthiest? ||| Which is healthiest? ||| What about an alternative. I’ve heard it's also made from almonds? ||| What are the benefits of cow milk? |||| Reformulation: "
0,"I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car?","Query: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Context:  |||| Reformulation: "
1,What is Hennessey Venom GT based on?,"Query: What is the first based on? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
2,How fast can the unmodified base Lotus Elise/Exige go?,"Query: How fast can the unmodified base car go? |||| Context: What is the first based on? ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
3,How fast can the Lotus Elise/Exige go?,"Query: No, I meant the Lotus. |||| Context: How fast can the unmodified base car go? ||| What is the first based on? ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
4,Can any super car go over 300 mph?,"Query: Can any go over 300 mph? |||| Context: No, I meant the Lotus. ||| How fast can the unmodified base car go? ||| What is the first based on? ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
5,What is the origin of funny cars? Why do they call them funny cars?,"Query: What is the origin of funny cars? Why do they call them that? |||| Context: Can any go over 300 mph? ||| No, I meant the Lotus. ||| How fast can the unmodified base car go? ||| What is the first based on? ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
6,How fast did the first funny car go?,"Query: How fast did it go? |||| Context: What is the origin of funny cars? Why do they call them that? ||| Can any go over 300 mph? ||| No, I meant the Lotus. ||| How fast can the unmodified base car go? ||| What is the first based on? ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
7,"No, I meant the funny car.  But, that’s interesting. I heard it has ludicrous mode.  How does the Tesla Roadster Sport’s quickness compare to the Hennessey Venom GT?","Query: No, I meant the funny car.  But, that’s interesting. I heard it has a ludicrous mode. How does its quickness compare to the Venom? |||| Context: How fast did it go? ||| What is the origin of funny cars? Why do they call them that? ||| Can any go over 300 mph? ||| No, I meant the Lotus. ||| How fast can the unmodified base car go? ||| What is the first based on? ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
8,It sounds like the Tesla is very competitive.  What makes its electric engine unique compared with gas ones?,"Query: It sounds like the Tesla is very competitive.  What makes its engine unique compared with gas ones? |||| Context: No, I meant the funny car.  But, that’s interesting. I heard it has a ludicrous mode. How does its quickness compare to the Venom? ||| How fast did it go? ||| What is the origin of funny cars? Why do they call them that? ||| Can any go over 300 mph? ||| No, I meant the Lotus. ||| How fast can the unmodified base car go? ||| What is the first based on? ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
9,I’ve heard Tesla’s been working on a new car that is faster than ludicrous mode.,"Query: I heard they’ve been working on something even faster. |||| Context: It sounds like the Tesla is very competitive.  What makes its engine unique compared with gas ones? ||| No, I meant the funny car.  But, that’s interesting. I heard it has a ludicrous mode. How does its quickness compare to the Venom? ||| How fast did it go? ||| What is the origin of funny cars? Why do they call them that? ||| Can any go over 300 mph? ||| No, I meant the Lotus. ||| How fast can the unmodified base car go? ||| What is the first based on? ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
10,"Is the Tesla Roadster related to the other super cars, like the Hennessey Venom GT or Lotus Elise?","Query: Is the Roadster related to the other super cars we’ve talked about? |||| Context: I heard they’ve been working on something even faster. ||| It sounds like the Tesla is very competitive.  What makes its engine unique compared with gas ones? ||| No, I meant the funny car.  But, that’s interesting. I heard it has a ludicrous mode. How does its quickness compare to the Venom? ||| How fast did it go? ||| What is the origin of funny cars? Why do they call them that? ||| Can any go over 300 mph? ||| No, I meant the Lotus. ||| How fast can the unmodified base car go? ||| What is the first based on? ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Reformulation: "
0,Utterance: What’s the history of steroid use in sports in the US?,Query: What’s the history of steroid use in sports in the US? |||| Context:  |||| Reformulation: 
1,Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes?,Query: What were Ziegler’s improvements? |||| Context: What’s the history of steroid use in sports in the US? |||| Reformulation: 
2,Why are steroids banned in sports?,Query: Why are they banned? |||| Context: What were Ziegler’s improvements? ||| What’s the history of steroid use in sports in the US? |||| Reformulation: 
3,Are there visible signs that someone is using steroids?,Query: Are there visible signs? |||| Context: Why are they banned? ||| What were Ziegler’s improvements? ||| What’s the history of steroid use in sports in the US? |||| Reformulation: 
4,That sounds easy to spot. How do athletes get away with using steroids?,Query: That sounds easy to spot.  How do they get away with it? |||| Context: Are there visible signs? ||| Why are they banned? ||| What were Ziegler’s improvements? ||| What’s the history of steroid use in sports in the US? |||| Reformulation: 
5,What is the NFL policy about steroids?,Query: What is the NFL policy? |||| Context: That sounds easy to spot.  How do they get away with it? ||| Are there visible signs? ||| Why are they banned? ||| What were Ziegler’s improvements? ||| What’s the history of steroid use in sports in the US? |||| Reformulation: 
6,Is Adderall Speed?,Query: Isn’t that speed? |||| Context: What is the NFL policy? ||| That sounds easy to spot.  How do they get away with it? ||| Are there visible signs? ||| Why are they banned? ||| What were Ziegler’s improvements? ||| What’s the history of steroid use in sports in the US? |||| Reformulation: 
7,What is the difference between the NFL’s recreational drug and performance enhancing drug policies?,Query: What is the difference between the two policies? |||| Context: Isn’t that speed? ||| What is the NFL policy? ||| That sounds easy to spot.  How do they get away with it? ||| Are there visible signs? ||| Why are they banned? ||| What were Ziegler’s improvements? ||| What’s the history of steroid use in sports in the US? |||| Reformulation: 
8,I heard it even affects card players. Didn't the game of bridge also have a problem with drug use?,Query: I heard it even affects card players. Didn't bridge also have a problem? |||| Context: What is the difference between the two policies? ||| Isn’t that speed? ||| What is the NFL policy? ||| That sounds easy to spot.  How do they get away with it? ||| Are there visible signs? ||| Why are they banned? ||| What were Ziegler’s improvements? ||| What’s the history of steroid use in sports in the US? |||| Reformulation: 
9,I know what bridge is. I heard there was a drug scandal in bridge recently.,Query: I know what bridge is. I heard there was a drug scandal recently. |||| Context: I heard it even affects card players. Didn't bridge also have a problem? ||| What is the difference between the two policies? ||| Isn’t that speed? ||| What is the NFL policy? ||| That sounds easy to spot.  How do they get away with it? ||| Are there visible signs? ||| Why are they banned? ||| What were Ziegler’s improvements? ||| What’s the history of steroid use in sports in the US? |||| Reformulation: 
10,Tell me more about the suspension of Geir Helgemo for doping by the World Bridge Federation.,Query: Does the article have more about it? |||| Context: I know what bridge is. I heard there was a drug scandal recently. ||| I heard it even affects card players. Didn't bridge also have a problem? ||| What is the difference between the two policies? ||| Isn’t that speed? ||| What is the NFL policy? ||| That sounds easy to spot.  How do they get away with it? ||| Are there visible signs? ||| Why are they banned? ||| What were Ziegler’s improvements? ||| What’s the history of steroid use in sports in the US? |||| Reformulation: 
0,How do genes work?,Query: How do genes work? |||| Context:  |||| Reformulation: 
1,What diseases besides sickle cell anemia are caused by single change in a gene?,Query: What other diseases are caused by a single change? |||| Context: How do genes work? |||| Reformulation: 
2,What are the other types of human genetic diseases besides monogenic?,Query: What are the other types of diseases? |||| Context: What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: 
3,You missed the second type of genetic disease.  What was that?,Query: You missed the second type of disease.  What was that? |||| Context: What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: 
4,That’s not what I wanted. How about recent developments in gene therapy to treat chromosome defects that cause Down Syndrome?,Query: That’s not what I wanted. How about recent developments in gene therapy to treat those defects? |||| Context: You missed the second type of disease.  What was that? ||| What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: 
5,What long-term effects are researchers worried about with CRISPR editing in human germ-line cells?,Query: What are they worried about? |||| Context: That’s not what I wanted. How about recent developments in gene therapy to treat those defects? ||| You missed the second type of disease.  What was that? ||| What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: 
6,"No, What long-term effects are researchers worried about with CRISPR editing in human germ-line cells?","Query: No, I meant in humans. |||| Context: What are they worried about? ||| That’s not what I wanted. How about recent developments in gene therapy to treat those defects? ||| You missed the second type of disease.  What was that? ||| What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: "
7,"It sounds like it could be used in many places. What types of organisms besides humans, mosquitos, mice, and microbes has gene editing been tried on?","Query: It sounds like it could be used in many places. What other types of organisms has it been tried on? |||| Context: No, I meant in humans. ||| What are they worried about? ||| That’s not what I wanted. How about recent developments in gene therapy to treat those defects? ||| You missed the second type of disease.  What was that? ||| What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: "
8,I’ve heard a lot about RNA recently. Can CRISPR be used to edit RNA?,"Query: I’ve heard a lot about RNA recently. Can it be used to edit that too? |||| Context: It sounds like it could be used in many places. What other types of organisms has it been tried on? ||| No, I meant in humans. ||| What are they worried about? ||| That’s not what I wanted. How about recent developments in gene therapy to treat those defects? ||| You missed the second type of disease.  What was that? ||| What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: "
9,What’s the difference between the CRISPR CRISPRi and CAS13b systems?,"Query: What’s the difference between the types you mentioned? |||| Context: I’ve heard a lot about RNA recently. Can it be used to edit that too? ||| It sounds like it could be used in many places. What other types of organisms has it been tried on? ||| No, I meant in humans. ||| What are they worried about? ||| That’s not what I wanted. How about recent developments in gene therapy to treat those defects? ||| You missed the second type of disease.  What was that? ||| What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: "
10,"That’s too basic, I’d like a more scientific explanation. What’s the difference between the CRISPR-CAS9 and CRISPR-CAS13 systems?","Query: That’s too basic, I’d like a more scientific explanation. |||| Context: What’s the difference between the types you mentioned? ||| I’ve heard a lot about RNA recently. Can it be used to edit that too? ||| It sounds like it could be used in many places. What other types of organisms has it been tried on? ||| No, I meant in humans. ||| What are they worried about? ||| That’s not what I wanted. How about recent developments in gene therapy to treat those defects? ||| You missed the second type of disease.  What was that? ||| What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: "
11,The developments sound exciting. What are the commercial issues using CRISPR for genetic diseases?,"Query: The developments sound exciting. What are the commercial issues using it? |||| Context: That’s too basic, I’d like a more scientific explanation. ||| What’s the difference between the types you mentioned? ||| I’ve heard a lot about RNA recently. Can it be used to edit that too? ||| It sounds like it could be used in many places. What other types of organisms has it been tried on? ||| No, I meant in humans. ||| What are they worried about? ||| That’s not what I wanted. How about recent developments in gene therapy to treat those defects? ||| You missed the second type of disease.  What was that? ||| What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: "
12,What are the alternatives to CRISPR-CAS9 to avoid patent licensing issues?,"Query: What are the alternatives to avoid licensing issues? |||| Context: The developments sound exciting. What are the commercial issues using it? ||| That’s too basic, I’d like a more scientific explanation. ||| What’s the difference between the types you mentioned? ||| I’ve heard a lot about RNA recently. Can it be used to edit that too? ||| It sounds like it could be used in many places. What other types of organisms has it been tried on? ||| No, I meant in humans. ||| What are they worried about? ||| That’s not what I wanted. How about recent developments in gene therapy to treat those defects? ||| You missed the second type of disease.  What was that? ||| What are the other types of diseases? ||| What other diseases are caused by a single change? ||| How do genes work? |||| Reformulation: "
0,I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next?,Query: I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? |||| Context:  |||| Reformulation: 
1,"How about my diet, what should I consider changing to increase my iron?","Query: How about my diet, what should I consider changing? |||| Context: I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? |||| Reformulation: "
2,"No, I meant what should I consider changing in my diet to help my ferritin levels specifically.","Query: No, I meant to help my ferritin specifically. |||| Context: How about my diet, what should I consider changing? ||| I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? |||| Reformulation: "
3,What is the difference between heme and non-heme iron?,"Query: What is the difference between the two types? |||| Context: No, I meant to help my ferritin specifically. ||| How about my diet, what should I consider changing? ||| I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? |||| Reformulation: "
4,I’m vegetarian. What can I do to improve absorption for non-heme iron and increase my level of ferritin?,"Query: I’m vegetarian. So, what can I do to improve it and increase my levels? |||| Context: What is the difference between the two types? ||| No, I meant to help my ferritin specifically. ||| How about my diet, what should I consider changing? ||| I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? |||| Reformulation: "
5,I heard eating eggs might help improve my ferritin levels.,"Query: I heard eating eggs might help. |||| Context: I’m vegetarian. So, what can I do to improve it and increase my levels? ||| What is the difference between the two types? ||| No, I meant to help my ferritin specifically. ||| How about my diet, what should I consider changing? ||| I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? |||| Reformulation: "
6,I’m a female vegetarian runner over 50. How many eggs do I need to eat to get the recommended amount of iron in my diet?,"Query: I’m also a woman over 50. How many do I need to eat to get the recommended amount? |||| Context: I heard eating eggs might help. ||| I’m vegetarian. So, what can I do to improve it and increase my levels? ||| What is the difference between the two types? ||| No, I meant to help my ferritin specifically. ||| How about my diet, what should I consider changing? ||| I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? |||| Reformulation: "
7,"I’m starting to train for a marathon, what should I consider in my vegetarian diet?","Query: I’m starting to train for a marathon, what should I consider? |||| Context: I’m also a woman over 50. How many do I need to eat to get the recommended amount? ||| I heard eating eggs might help. ||| I’m vegetarian. So, what can I do to improve it and increase my levels? ||| What is the difference between the two types? ||| No, I meant to help my ferritin specifically. ||| How about my diet, what should I consider changing? ||| I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? |||| Reformulation: "
8,"No, I’m starting to train for a marathon, what is a one week vegetarian diet?","Query: No, I’m starting to train for a marathon, what is a one week diet? |||| Context: I’m starting to train for a marathon, what should I consider? ||| I’m also a woman over 50. How many do I need to eat to get the recommended amount? ||| I heard eating eggs might help. ||| I’m vegetarian. So, what can I do to improve it and increase my levels? ||| What is the difference between the two types? ||| No, I meant to help my ferritin specifically. ||| How about my diet, what should I consider changing? ||| I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? |||| Reformulation: "
0,How are mental health disorders perceived and addressed around the world?,Query: How are mental health disorders perceived and addressed around the world? |||| Context:  |||| Reformulation: 
1,What are the causes of mental health stigma in Africa?,Query: What are the causes of stigma in Africa? |||| Context: How are mental health disorders perceived and addressed around the world? |||| Reformulation: 
2,Could you expand on some of these Southeast African traditional and cultural methods of dealing with mental health issues?,Query: Could you expand on some of these methods? |||| Context: What are the causes of stigma in Africa? ||| How are mental health disorders perceived and addressed around the world? |||| Reformulation: 
3,How effective are traditional African methods for treating mental health issues and could they be combined with Western medicine?,Query: How effective are these methods and could they be combined with Western medicine? |||| Context: Could you expand on some of these methods? ||| What are the causes of stigma in Africa? ||| How are mental health disorders perceived and addressed around the world? |||| Reformulation: 
4,"Okay. Now, what about the causes of mental health stigma in Asia?","Query: Okay. Now, what about the causes in Asia? |||| Context: How effective are these methods and could they be combined with Western medicine? ||| Could you expand on some of these methods? ||| What are the causes of stigma in Africa? ||| How are mental health disorders perceived and addressed around the world? |||| Reformulation: "
5,Is there a relationship between Asian cultural values and mental illness?,"Query: Is there a relationship between these values and mental illness in the region? |||| Context: Okay. Now, what about the causes in Asia? ||| How effective are these methods and could they be combined with Western medicine? ||| Could you expand on some of these methods? ||| What are the causes of stigma in Africa? ||| How are mental health disorders perceived and addressed around the world? |||| Reformulation: "
6,"Wow. Besides Asian cultural values, what other factors could cause stigmatization of mental illness in the region of Asia?","Query: Wow. Besides these values, what other factors could cause stigmatization? |||| Context: Is there a relationship between these values and mental illness in the region? ||| Okay. Now, what about the causes in Asia? ||| How effective are these methods and could they be combined with Western medicine? ||| Could you expand on some of these methods? ||| What are the causes of stigma in Africa? ||| How are mental health disorders perceived and addressed around the world? |||| Reformulation: "
7,What about the causes of mental health stigmatisation in North America?,"Query: What about the causes in North America? |||| Context: Wow. Besides these values, what other factors could cause stigmatization? ||| Is there a relationship between these values and mental illness in the region? ||| Okay. Now, what about the causes in Asia? ||| How effective are these methods and could they be combined with Western medicine? ||| Could you expand on some of these methods? ||| What are the causes of stigma in Africa? ||| How are mental health disorders perceived and addressed around the world? |||| Reformulation: "
8,Hmm. What has the National Alliance on Mental Illness done to help people with mental illness in America?,"Query: Hmm. What has the Alliance done to help? |||| Context: What about the causes in North America? ||| Wow. Besides these values, what other factors could cause stigmatization? ||| Is there a relationship between these values and mental illness in the region? ||| Okay. Now, what about the causes in Asia? ||| How effective are these methods and could they be combined with Western medicine? ||| Could you expand on some of these methods? ||| What are the causes of stigma in Africa? ||| How are mental health disorders perceived and addressed around the world? |||| Reformulation: "
