,Target,Source
0,How can fires help an ecosystem?,Query: How can fires help an ecosystem? |||| Context:  |||| Reformulation: 
1,Give me some examples of organisms that have adapted to exploit natural wildfire.,"Query: Give me some examples. |||| Context: How can fires help an ecosystem? ||| [1] Many plant species in fire-affected environments require fire to germinate, establish, or to reproduce. |||| Reformulation: "
2,Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires?,"Query: Cool name!  What are other fire-followers? |||| Context: Give me some examples of organisms that have adapted to exploit natural wildfire. ||| Photo of a chaparral ecosystem the winter after a fire For example, the seeds of a native chaparral wildflower, called whispering bells, require smoke exposure to germinate. ||| How can fires help an ecosystem? |||  |||| Reformulation: "
3,Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem?,"Query: Let’s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture? |||| Context: Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? ||| The role of fire in the longleaf pine ecosystem was and still is today a key component in regeneration and shaping of the ecosystem. ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| How can fires help an ecosystem? |||  |||| Reformulation: "
4,Can agriculture cause desertification?,"Query: Can it cause desertification? |||| Context: Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? ||| In addition, Green Facts states that we are depleting fish populations in the oceans and seas, causing us to fish further offshore and deeper underwater as more and more fish disappear. ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| How can fires help an ecosystem? |||  |||| Reformulation: "
5,What does it mean for soil to be tired?,Query: What does it mean to be tired? |||| Context: Can agriculture cause desertification? ||| desertification - soils need time to rest between crops but pressures to provide food and an income often lead to soil and land being over used and becoming tired. ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? |||  ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| How can fires help an ecosystem? |||  |||| Reformulation: 
6,"Permaculture sounds like organic farming, how are they related?","Query: That sounds like organic farming.  How are they related? |||| Context: What does it mean for soil to be tired? ||| It includes ""permaculture"", originally being a combination of the words ""permanent"" and ""agriculture"", which is a systems thinking approach that can increase the carbon content of soil by using natural patterns in already existing ecosystems to promote a higher efficiency of food production, a lower need for human involvement, and a healthier ecosystem. ||| Can agriculture cause desertification? |||  ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? |||  ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| How can fires help an ecosystem? |||  |||| Reformulation: "
7,"Does organic farming reduce global warming, and if so, how?","Query: Does organic farming reduce global warming, and if so, how? |||| Context: Permaculture sounds like organic farming, how are they related? ||| ”Permaculture, when practiced, is a design philosophy and set of tools and principles that encompass the inter-related fields of organic gardening and agroforestry, architecture, ecology, community design, renewable energy, and systems theory. ||| What does it mean for soil to be tired? |||  ||| Can agriculture cause desertification? |||  ||| Let’s talk about other environmental influences besides fire. How does agriculture affect an ecosystem? |||  ||| Cool name! What are other organisms besides whispering bells that have adapted to exploit natural wildfires? |||  ||| Give me some examples of organisms that have adapted to exploit natural wildfire. |||  ||| How can fires help an ecosystem? |||  |||| Reformulation: "
0,Why do cats eat plastic?,Query: Why do cats eat plastic? |||| Context:  |||| Reformulation: 
1,Will eating plastic kill a cat?,"Query: Will it kill him? |||| Context: Why do cats eat plastic? ||| ""The persistence of pica in the seeming absence of a physiological cause might be due to the fortuitous acquisition of a conditioned illness during the period of physiological insult. |||| Reformulation: "
2,What?  No. Will eating plastic kill my cat?,"Query: What?  No.  Will eating plastic kill my cat? |||| Context: Will eating plastic kill a cat? ||| Moreover, the time they spend away from their mother while in the puppy mill, subjected to the same stressful living conditions, is highly stressful. ||| Why do cats eat plastic? |||  |||| Reformulation: "
3,How do I get a cat to stop eating plastic?,"Query: How do I get him to stop? |||| Context: What?  No. Will eating plastic kill my cat? ||| If your cat has a history of ingesting non-food items and becomes lethargic, vomits, or displays other concerning behavior, take them to your veterinarian immediately. ||| Will eating plastic kill a cat? |||  ||| Why do cats eat plastic? |||  |||| Reformulation: "
4,Should I get a second cat to ease my cat’s boredom or loneliness?,Query: Should I get a second one? |||| Context: How do I get a cat to stop eating plastic? ||| Give him puzzle toys including things such as rolling treat balls to keep him busy while you’re away at work. ||| What?  No. Will eating plastic kill my cat? |||  ||| Will eating plastic kill a cat? |||  ||| Why do cats eat plastic? |||  |||| Reformulation: 
5,What are my cat’s desires?,"Query: What are his desires? |||| Context: Should I get a second cat to ease my cat’s boredom or loneliness? ||| If you are willing to put in the time, patience and expense of a second pet, then take a look at your cat's desires. ||| How do I get a cat to stop eating plastic? |||  ||| What?  No. Will eating plastic kill my cat? |||  ||| Will eating plastic kill a cat? |||  ||| Why do cats eat plastic? |||  |||| Reformulation: "
6,What does a cat’s slow blink mean?,Query: What does the slow blink mean? |||| Context: What are my cat’s desires? ||| Hiding - Little Mo loves to play hiding games with her self where I think she is imaging that she is hiding from prey or another cat and loves to pounce out of the box at the most unexpected moment. ||| Should I get a second cat to ease my cat’s boredom or loneliness? |||  ||| How do I get a cat to stop eating plastic? |||  ||| What?  No. Will eating plastic kill my cat? |||  ||| Will eating plastic kill a cat? |||  ||| Why do cats eat plastic? |||  |||| Reformulation: 
0,What are the benefits of cow milk?,Query: What are the benefits of cow milk? |||| Context:  |||| Reformulation: 
1,What about an alternative. How is milk made from almonds?,"Query: What about an alternative. I’ve heard it's also made from almonds? |||| Context: What are the benefits of cow milk? ||| However, the nutritional value and availability of cow’s milk have made it one of the most in-demand liquids on the planet. |||| Reformulation: "
2,"Which of the milk options (almond, oat, hemp or rice milk) is the healthiest?","Query: Which is healthiest? |||| Context: What about an alternative. How is milk made from almonds? ||| Note that you can make almond milk at home – an easy process, requiring only organic raw almonds, water and a little sugar or other sweetener. ||| What are the benefits of cow milk? |||  |||| Reformulation: "
3,"No, the vegan ones. Which of the vegan alternative milk options is healthiest?","Query: No, the vegan ones. Which of those alternatives is healthiest? |||| Context: Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? ||| Why Whole Milk is the Healthiest Choicetweet email 227By: Experience Life August 31, 2009About Experience Life Follow Experience Life at @ ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? |||  |||| Reformulation: "
4,Can I make soy milk at home?,"Query: Can I make it at home? |||| Context: No, the vegan ones. Which of the vegan alternative milk options is healthiest? ||| Someone may owe you money To find out, researchers from Mc Gill University recently conducted an experiment, published in the Journal of Food Science and Technology, to determine the nutritional value of plant-based milk beverages. ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? |||  |||| Reformulation: "
5,Oat seems popular now.  Why?,"Query: Oat seems popular now.  Why? |||| Context: Can I make soy milk at home? ||| Homemade soy milk can be made to the drinkers' tastes and nutritional requirements, providing added value. ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? |||  |||| Reformulation: "
6,I’m going to bake some cookies. Which vegan milk is best for baking cookies?,"Query: I’m going to bake some cookies. Which one would be the best to use? |||| Context: Oat seems popular now.  Why? ||| Oats contain high amounts of functional protein, dietary fiber (β-glucan), and unsaturated fatty acids, which make oat milk a significant source of nutrients, though uncertainty surrounds its practical use as a dairy milk substitute. ||| Can I make soy milk at home? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? |||  |||| Reformulation: "
7,Which vegan milk besides soy is best for baking?,"Query: What would be second best? |||| Context: I’m going to bake some cookies. Which vegan milk is best for baking cookies? ||| One cup of soy milk provides 4 grams of unsaturated fat, 1 gram of fiber, and 7 grams of protein. ||| Oat seems popular now.  Why? |||  ||| Can I make soy milk at home? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? |||  |||| Reformulation: "
8,What vegan milk is best in my morning latte?,"Query: What is the best in my morning latte? |||| Context: Which vegan milk besides soy is best for baking? ||| If you're still concerned or allergic to soy then it's great that we now have hemp milk as a soy-free alternative. ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? |||  ||| Oat seems popular now.  Why? |||  ||| Can I make soy milk at home? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? |||  |||| Reformulation: "
9,"I didn’t expect that. Really, hemp? Say more about hemp milk for coffee.","Query: I didn’t expect that. Really, hemp? Say more. |||| Context: What vegan milk is best in my morning latte? ||| Once all the ingredients are blended together, some people pour the hemp milk through a cheesecloth and strainer to get a smoother and more refined milky texture, but this process is optional. ||| Which vegan milk besides soy is best for baking? |||  ||| I’m going to bake some cookies. Which vegan milk is best for baking cookies? |||  ||| Oat seems popular now.  Why? |||  ||| Can I make soy milk at home? |||  ||| No, the vegan ones. Which of the vegan alternative milk options is healthiest? |||  ||| Which of the milk options (almond, oat, hemp or rice milk) is the healthiest? |||  ||| What about an alternative. How is milk made from almonds? |||  ||| What are the benefits of cow milk? |||  |||| Reformulation: "
0,"I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car?","Query: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||| Context:  |||| Reformulation: "
1,What is Hennessey Venom GT based on?,"Query: What is the first based on? |||| Context: I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? ||| The Guinness World record for the fastest car is held by the Bugatti Veyron Super Sport (second car in our list) at 269.86mph. |||| Reformulation: "
2,How fast can the unmodified base Lotus Elise/Exige go?,"Query: How fast can the unmodified base car go? |||| Context: What is Hennessey Venom GT based on? ||| For road use, the car is registered as a Lotus Exige (modified) and is not a series production car. ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  |||| Reformulation: "
3,How fast can the Lotus Elise/Exige go?,"Query: No, I meant the Lotus. |||| Context: How fast can the unmodified base Lotus Elise/Exige go? ||| 4,200 rpm and puts its power down to the rear Michelin Pilot Super Sport tires via a 6-speed manual gearbox by Ricardo. ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  |||| Reformulation: "
4,Can any super car go over 300 mph?,"Query: Can any go over 300 mph? |||| Context: How fast can the Lotus Elise/Exige go? ||| It can sprint from 0 to 60 mph (97 km/h) in 3.5 seconds and has a top speed of 178 mph (286 km/h). ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  |||| Reformulation: "
5,What is the origin of funny cars? Why do they call them funny cars?,"Query: What is the origin of funny cars? Why do they call them that? |||| Context: Can any super car go over 300 mph? ||| Of these, top fuel and funny cars are the most popular. ||| How fast can the Lotus Elise/Exige go? |||  ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  |||| Reformulation: "
6,How fast did the first funny car go?,"Query: How fast did it go? |||| Context: What is the origin of funny cars? Why do they call them funny cars? ||| The name is rumored to have come from the altered wheelbase bodies that followed in 1965. ||| Can any super car go over 300 mph? |||  ||| How fast can the Lotus Elise/Exige go? |||  ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  |||| Reformulation: "
7,"No, I meant the funny car.  But, that’s interesting. I heard it has ludicrous mode.  How does the Tesla Roadster Sport’s quickness compare to the Hennessey Venom GT?","Query: No, I meant the funny car.  But, that’s interesting. I heard it has a ludicrous mode. How does its quickness compare to the Venom? |||| Context: How fast did the first funny car go? ||| In the interior the gear selector is similar to a push-button automatic with buttons labeled P, R, N and D while some earlier models have a gear lever similar to that in cars with manual transmission. ||| What is the origin of funny cars? Why do they call them funny cars? |||  ||| Can any super car go over 300 mph? |||  ||| How fast can the Lotus Elise/Exige go? |||  ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  |||| Reformulation: "
8,It sounds like the Tesla is very competitive.  What makes its electric engine unique compared with gas ones?,"Query: It sounds like the Tesla is very competitive.  What makes its engine unique compared with gas ones? |||| Context: No, I meant the funny car.  But, that’s interesting. I heard it has ludicrous mode.  How does the Tesla Roadster Sport’s quickness compare to the Hennessey Venom GT? ||| Compared to the Bugatti Veyron, which has an acceleration speed from 0 – 60 mph in 2.6 seconds with a top speed of 253 mph, the Hennessey Venom GT may be the “Veyron-killer”. ||| How fast did the first funny car go? |||  ||| What is the origin of funny cars? Why do they call them funny cars? |||  ||| Can any super car go over 300 mph? |||  ||| How fast can the Lotus Elise/Exige go? |||  ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  |||| Reformulation: "
9,I’ve heard Tesla’s been working on a new car that is faster than ludicrous mode.,"Query: I heard they’ve been working on something even faster. |||| Context: It sounds like the Tesla is very competitive.  What makes its electric engine unique compared with gas ones? ||| It can reach over 13,000 RPM, something very few large combustion engines can do.” ||| No, I meant the funny car.  But, that’s interesting. I heard it has ludicrous mode.  How does the Tesla Roadster Sport’s quickness compare to the Hennessey Venom GT? |||  ||| How fast did the first funny car go? |||  ||| What is the origin of funny cars? Why do they call them funny cars? |||  ||| Can any super car go over 300 mph? |||  ||| How fast can the Lotus Elise/Exige go? |||  ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? |||  |||| Reformulation: "
10,"Is the Tesla Roadster related to the other super cars, like the Hennessey Venom GT or Lotus Elise?","Query: Is the Roadster related to the other super cars we’ve talked about? |||| Context: I’ve heard Tesla’s been working on a new car that is faster than ludicrous mode. ||| For gearheads, he noted the three-motor Roadster will turn out an unprecedented 7,376 pound-feet of torque, more than a diesel 18-wheeler, and 10 times what even some of the world’s most powerful gas sports cars can manage. ||| It sounds like the Tesla is very competitive.  What makes its electric engine unique compared with gas ones? |||  ||| No, I meant the funny car.  But, that’s interesting. I heard it has ludicrous mode.  How does the Tesla Roadster Sport’s quickness compare to the Hennessey Venom GT? |||  ||| How fast did the first funny car go? |||  ||| What is the origin of funny cars? Why do they call them funny cars? |||  ||| Can any super car go over 300 mph? |||  ||| How fast can the Lotus Elise/Exige go? |||  ||| How fast can the unmodified base Lotus Elise/Exige go? |||  ||| What is Hennessey Venom GT based on? |||  ||| I saw a Tesla Roadster today which made me wonder, what is the world’ |||| Reformulation: "
0,Utterance: What’s the history of steroid use in sports in the US?,Query: What’s the history of steroid use in sports in the US? |||| Context:  |||| Reformulation: 
1,Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes?,"Query: What were Ziegler’s improvements? |||| Context: Utterance: What’s the history of steroid use in sports in the US? ||| Later, during World War II it was found that this artificial form of testosterone could be used to help malnourished soldiers gain weight and improve performance. |||| Reformulation: "
2,Why are steroids banned in sports?,Query: Why are they banned? |||| Context: Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes? ||| It was banned by the Food and Drug Administration (FDA) under the Controlled Substances Act. ||| Utterance: What’s the history of steroid use in sports in the US? |||  |||| Reformulation: 
3,Are there visible signs that someone is using steroids?,"Query: Are there visible signs? |||| Context: Why are steroids banned in sports? ||| Besides this, there are also issues regarding the negative effects that it has on the body as well as some unfortunate crime of violence that was also attributed to the use of the drug. ||| Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes? |||  ||| Utterance: What’s the history of steroid use in sports in the US? |||  |||| Reformulation: "
4,That sounds easy to spot. How do athletes get away with using steroids?,"Query: That sounds easy to spot.  How do they get away with it? |||| Context: Are there visible signs that someone is using steroids? ||| Increased aggression or irritability Hair loss in bed, shower, comb, or brush Small red or purplish acne Depression, hallucinations, extreme feelings of mistrust or fear Drastic appetite shifts Loss or gain of interest in friends and decline in grades Unexplained presence or recovery of needles, vials, alcohol swabs, rubber tops and stoppers, syringes, amp openers, sterile injectable oils, waters, or vitamins Phone conversations becoming more private Changes in body build, including development of the upper body, muscle growth, and rapid weight ||| Why are steroids banned in sports? |||  ||| Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes? |||  ||| Utterance: What’s the history of steroid use in sports in the US? |||  |||| Reformulation: "
5,What is the NFL policy about steroids?,"Query: What is the NFL policy? |||| Context: That sounds easy to spot. How do athletes get away with using steroids? ||| At the Sochi Olympics, Rodchenkov spearheaded a clandestine, late-night effort to swap out Russian athletes’ dirty urine with clean urine provided months earlier, before the athletes began doping. ||| Are there visible signs that someone is using steroids? |||  ||| Why are steroids banned in sports? |||  ||| Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes? |||  ||| Utterance: What’s the history of steroid use in sports in the US? |||  |||| Reformulation: "
6,Is Adderall Speed?,"Query: Isn’t that speed? |||| Context: What is the NFL policy about steroids? ||| “This is disappointing news for the Ravens,” Ozzie Newsome, the team’s general manager and executive vice president, said in a statement. ||| That sounds easy to spot. How do athletes get away with using steroids? |||  ||| Are there visible signs that someone is using steroids? |||  ||| Why are steroids banned in sports? |||  ||| Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes? |||  ||| Utterance: What’s the history of steroid use in sports in the US? |||  |||| Reformulation: "
7,What is the difference between the NFL’s recreational drug and performance enhancing drug policies?,"Query: What is the difference between the two policies? |||| Context: Is Adderall Speed? ||| Denver Broncos wide receiver has been suspended for four games by the NFL over violations of its performance-enhancing drugs policy, and he’s not at all happy about it. ||| What is the NFL policy about steroids? |||  ||| That sounds easy to spot. How do athletes get away with using steroids? |||  ||| Are there visible signs that someone is using steroids? |||  ||| Why are steroids banned in sports? |||  ||| Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes? |||  ||| Utterance: What’s the history of steroid use in sports in the US? |||  |||| Reformulation: "
8,I heard it even affects card players. Didn't the game of bridge also have a problem with drug use?,"Query: I heard it even affects card players. Didn't bridge also have a problem? |||| Context: What is the difference between the NFL’s recreational drug and performance enhancing drug policies? ||| Miller issued a denial on Twitter, saying: The NFL Players Association was not pleased that the information leaked out and George Atallah, the NFLPA’s assistant executive director of external affairs, tweeted today: If Miller fails to win on appeal, the Broncos would open the season against the Baltimore Ravens without two of their key defensive players. ||| Is Adderall Speed? |||  ||| What is the NFL policy about steroids? |||  ||| That sounds easy to spot. How do athletes get away with using steroids? |||  ||| Are there visible signs that someone is using steroids? |||  ||| Why are steroids banned in sports? |||  ||| Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes? |||  ||| Utterance: What’s the history of steroid use in sports in the US? |||  |||| Reformulation: "
9,I know what bridge is. I heard there was a drug scandal in bridge recently.,"Query: I know what bridge is. I heard there was a drug scandal recently. |||| Context: I heard it even affects card players. Didn't the game of bridge also have a problem with drug use? ||| Millions of people play bridge worldwide in clubs, tournaments, online and with friends at home, making it one of the world's most popular card games, particularly among seniors. ||| What is the difference between the NFL’s recreational drug and performance enhancing drug policies? |||  ||| Is Adderall Speed? |||  ||| What is the NFL policy about steroids? |||  ||| That sounds easy to spot. How do athletes get away with using steroids? |||  ||| Are there visible signs that someone is using steroids? |||  ||| Why are steroids banned in sports? |||  ||| Utterance: What were Ziegler’s improvements to the use of anabolic steroids in athletes? |||  ||| Utterance: What’s the history of steroid use in sports in the US? |||  |||| Reformulation: "
