,Target,Source
2,What are the cons of GMO food labeling?,Query: And what about the cons? |||| Context: I would like to learn about GMO Food labeling. ||| The fight over labeling is not confined to those who are selling GMO or non-GMO products. Vermont passed a law last year requiring labeling of genetically modified food. ||| What are the pros and cons of GMO food labeling? |||  |||| Reformulation: 
3,What are the GMO food labeling rules in the EU?,"Query: What are the EU rules? |||| Context: I would like to learn about GMO Food labeling. ||| The fight over labeling is not confined to those who are selling GMO or non-GMO products. Vermont passed a law last year requiring labeling of genetically modified food. ||| What are the pros and cons of GMO food labeling? |||  ||| What are the cons of GMO food labeling? ||| They are not. (The GMO-fearing can seek out â100 Percent Organicâ products, indicating that a food contains no genetically modified ingredients, among other requirements. |||| Reformulation: "
4,Tell me about traceability tools for GMO foods in the EU.,"Query: Tell me more about traceability tools. |||| Context: I would like to learn about GMO Food labeling. ||| The fight over labeling is not confined to those who are selling GMO or non-GMO products. Vermont passed a law last year requiring labeling of genetically modified food. ||| What are the pros and cons of GMO food labeling? |||  ||| What are the cons of GMO food labeling? ||| They are not. (The GMO-fearing can seek out â100 Percent Organicâ products, indicating that a food contains no genetically modified ingredients, among other requirements. ||| What are the GMO food labeling rules in the EU? |||  |||| Reformulation: "
5,What is the role of Co-Extra in GMO food traceability in the EU?,"Query: What is the role of Co-Extra? |||| Context: I would like to learn about GMO Food labeling. ||| The fight over labeling is not confined to those who are selling GMO or non-GMO products. Vermont passed a law last year requiring labeling of genetically modified food. ||| What are the pros and cons of GMO food labeling? |||  ||| What are the cons of GMO food labeling? ||| They are not. (The GMO-fearing can seek out â100 Percent Organicâ products, indicating that a food contains no genetically modified ingredients, among other requirements. ||| What are the GMO food labeling rules in the EU? |||  ||| Tell me about traceability tools for GMO foods in the EU. |||  |||| Reformulation: "
6,How is food tested for GMO contamination?,"Query: How is testing done for contamination? |||| Context: I would like to learn about GMO Food labeling. ||| The fight over labeling is not confined to those who are selling GMO or non-GMO products. Vermont passed a law last year requiring labeling of genetically modified food. ||| What are the pros and cons of GMO food labeling? |||  ||| What are the cons of GMO food labeling? ||| They are not. (The GMO-fearing can seek out â100 Percent Organicâ products, indicating that a food contains no genetically modified ingredients, among other requirements. ||| What are the GMO food labeling rules in the EU? |||  ||| Tell me about traceability tools for GMO foods in the EU. |||  ||| What is the role of Co-Extra in GMO food traceability in the EU? |||  |||| Reformulation: "
7,What's the difference between the European Union and United States approaches to testing for GMO food contamination?,"Query: What's the difference between the European and US approaches? |||| Context: I would like to learn about GMO Food labeling. ||| The fight over labeling is not confined to those who are selling GMO or non-GMO products. Vermont passed a law last year requiring labeling of genetically modified food. ||| What are the pros and cons of GMO food labeling? |||  ||| What are the cons of GMO food labeling? ||| They are not. (The GMO-fearing can seek out â100 Percent Organicâ products, indicating that a food contains no genetically modified ingredients, among other requirements. ||| What are the GMO food labeling rules in the EU? |||  ||| Tell me about traceability tools for GMO foods in the EU. |||  ||| What is the role of Co-Extra in GMO food traceability in the EU? |||  ||| How is food tested for GMO contamination? ||| Genetically modified foods have been tested over and over again. Never revealing any problems, the test that show rats getting cancer and tumors, where frauds. |||| Reformulation: "
8,How does the DNA-based method work for testing GMO contamination.,"Query: How does the DNA-based method work? |||| Context: I would like to learn about GMO Food labeling. ||| The fight over labeling is not confined to those who are selling GMO or non-GMO products. Vermont passed a law last year requiring labeling of genetically modified food. ||| What are the pros and cons of GMO food labeling? |||  ||| What are the cons of GMO food labeling? ||| They are not. (The GMO-fearing can seek out â100 Percent Organicâ products, indicating that a food contains no genetically modified ingredients, among other requirements. ||| What are the GMO food labeling rules in the EU? |||  ||| Tell me about traceability tools for GMO foods in the EU. |||  ||| What is the role of Co-Extra in GMO food traceability in the EU? |||  ||| How is food tested for GMO contamination? ||| Genetically modified foods have been tested over and over again. Never revealing any problems, the test that show rats getting cancer and tumors, where frauds. ||| What's the difference between the European Union and United States approaches to testing for GMO food contamination? |||  |||| Reformulation: "
9,How could Co-Extra improve DNA-based testing for GMO contamination?,"Query: How could Co-Extra improve it? |||| Context: I would like to learn about GMO Food labeling. ||| The fight over labeling is not confined to those who are selling GMO or non-GMO products. Vermont passed a law last year requiring labeling of genetically modified food. ||| What are the pros and cons of GMO food labeling? |||  ||| What are the cons of GMO food labeling? ||| They are not. (The GMO-fearing can seek out â100 Percent Organicâ products, indicating that a food contains no genetically modified ingredients, among other requirements. ||| What are the GMO food labeling rules in the EU? |||  ||| Tell me about traceability tools for GMO foods in the EU. |||  ||| What is the role of Co-Extra in GMO food traceability in the EU? |||  ||| How is food tested for GMO contamination? ||| Genetically modified foods have been tested over and over again. Never revealing any problems, the test that show rats getting cancer and tumors, where frauds. ||| What's the difference between the European Union and United States approaches to testing for GMO food contamination? |||  ||| How does the DNA-based method work for testing GMO contamination. |||  |||| Reformulation: "
0,What are some interesting facts about bees?,Query: What are some interesting facts about bees? |||| Context:  |||| Reformulation: 
1,Why doesn't honey spoil?,Query: Why doesn't it spoil? |||| Context: What are some interesting facts about bees? ||| Fun facts about bees: 1  Honeybees are the only insect that produces food eaten by humans. 2  Worker honeybees are female. |||| Reformulation: 
2,Why are so many bees dying?,"Query: Why are so many dying? |||| Context: What are some interesting facts about bees? ||| Fun facts about bees: 1  Honeybees are the only insect that produces food eaten by humans. 2  Worker honeybees are female. ||| Why doesn't honey spoil? ||| Diana Taliun/iStock/Getty Images. Honey doesn't spoil like other foods and even if it has turned cloudy, it's still safe to eat. |||| Reformulation: "
3,What can be done to stop bees from dying?,"Query: What can be done to stop it? |||| Context: What are some interesting facts about bees? ||| Fun facts about bees: 1  Honeybees are the only insect that produces food eaten by humans. 2  Worker honeybees are female. ||| Why doesn't honey spoil? ||| Diana Taliun/iStock/Getty Images. Honey doesn't spoil like other foods and even if it has turned cloudy, it's still safe to eat. ||| Why are so many bees dying? ||| The group found that large numbers of bees are dying during the summer months, when conditions should be more favorable. One in 4 colonies is now dying during summer, which was unheard of several years ago, according to the results. |||| Reformulation: "
4,What has happened to bee habitat?,"Query: What has happened to their habitat? |||| Context: What are some interesting facts about bees? ||| Fun facts about bees: 1  Honeybees are the only insect that produces food eaten by humans. 2  Worker honeybees are female. ||| Why doesn't honey spoil? ||| Diana Taliun/iStock/Getty Images. Honey doesn't spoil like other foods and even if it has turned cloudy, it's still safe to eat. ||| Why are so many bees dying? ||| The group found that large numbers of bees are dying during the summer months, when conditions should be more favorable. One in 4 colonies is now dying during summer, which was unheard of several years ago, according to the results. ||| What can be done to stop bees from dying? ||| Coloradans try to protect honey bees from dying of mysterious sickness. Honeybees: They are dying and US and Europe taking different paths to find out ... America is one bad winter away from a food disaster, thanks to dying bees. |||| Reformulation: "
5,What can I do to help provide a habitat for bees?,"Query: What can I do to help with the problem? |||| Context: What are some interesting facts about bees? ||| Fun facts about bees: 1  Honeybees are the only insect that produces food eaten by humans. 2  Worker honeybees are female. ||| Why doesn't honey spoil? ||| Diana Taliun/iStock/Getty Images. Honey doesn't spoil like other foods and even if it has turned cloudy, it's still safe to eat. ||| Why are so many bees dying? ||| The group found that large numbers of bees are dying during the summer months, when conditions should be more favorable. One in 4 colonies is now dying during summer, which was unheard of several years ago, according to the results. ||| What can be done to stop bees from dying? ||| Coloradans try to protect honey bees from dying of mysterious sickness. Honeybees: They are dying and US and Europe taking different paths to find out ... America is one bad winter away from a food disaster, thanks to dying bees. ||| What has happened to bee habitat? |||  |||| Reformulation: "
6,What is the cause of colony collapse disorder?,"Query: What is the cause of CCD? |||| Context: What are some interesting facts about bees? ||| Fun facts about bees: 1  Honeybees are the only insect that produces food eaten by humans. 2  Worker honeybees are female. ||| Why doesn't honey spoil? ||| Diana Taliun/iStock/Getty Images. Honey doesn't spoil like other foods and even if it has turned cloudy, it's still safe to eat. ||| Why are so many bees dying? ||| The group found that large numbers of bees are dying during the summer months, when conditions should be more favorable. One in 4 colonies is now dying during summer, which was unheard of several years ago, according to the results. ||| What can be done to stop bees from dying? ||| Coloradans try to protect honey bees from dying of mysterious sickness. Honeybees: They are dying and US and Europe taking different paths to find out ... America is one bad winter away from a food disaster, thanks to dying bees. ||| What has happened to bee habitat? |||  ||| What can I do to help provide a habitat for bees? |||  |||| Reformulation: "
7,What would happen if the bees died out?,"Query: What would happen if they died out? |||| Context: What are some interesting facts about bees? ||| Fun facts about bees: 1  Honeybees are the only insect that produces food eaten by humans. 2  Worker honeybees are female. ||| Why doesn't honey spoil? ||| Diana Taliun/iStock/Getty Images. Honey doesn't spoil like other foods and even if it has turned cloudy, it's still safe to eat. ||| Why are so many bees dying? ||| The group found that large numbers of bees are dying during the summer months, when conditions should be more favorable. One in 4 colonies is now dying during summer, which was unheard of several years ago, according to the results. ||| What can be done to stop bees from dying? ||| Coloradans try to protect honey bees from dying of mysterious sickness. Honeybees: They are dying and US and Europe taking different paths to find out ... America is one bad winter away from a food disaster, thanks to dying bees. ||| What has happened to bee habitat? |||  ||| What can I do to help provide a habitat for bees? |||  ||| What is the cause of colony collapse disorder? ||| Theories about the causes of Colony Collapse Disorder, or CCD, emerged almost as quickly as the bees disappeared. No single cause or definitive answer has yet been identified. |||| Reformulation: "
0,How does seed investment work for startups?,Query: How does seed investment work for startups? |||| Context:  |||| Reformulation: 
1,Tell me more about angel investment rounds.,Query: Tell me more about angel rounds. |||| Context: How does seed investment work for startups? |||  |||| Reformulation: 
2,How does an angel investment round compare with crowdfunding?,Query: How does it compare with crowdfunding? |||| Context: How does seed investment work for startups? |||  ||| Tell me more about angel investment rounds. |||  |||| Reformulation: 
3,How much is a typical A series investment round?,Query: How much is a typical A series round? |||| Context: How does seed investment work for startups? |||  ||| Tell me more about angel investment rounds. |||  ||| How does an angel investment round compare with crowdfunding? |||  |||| Reformulation: 
4,What are the risks of investing in startups?,Query: What are the risks of investing? |||| Context: How does seed investment work for startups? |||  ||| Tell me more about angel investment rounds. |||  ||| How does an angel investment round compare with crowdfunding? |||  ||| How much is a typical A series investment round? |||  |||| Reformulation: 
5,What are the different types of instruments used by Venture Capitalists?,Query: What are the different types of instruments used by VCs? |||| Context: How does seed investment work for startups? |||  ||| Tell me more about angel investment rounds. |||  ||| How does an angel investment round compare with crowdfunding? |||  ||| How much is a typical A series investment round? |||  ||| What are the risks of investing in startups? |||  |||| Reformulation: 
0,How much does a Lamborghini cost?,Query: How much does a used Lamborghini cost? |||| Context:  |||| Reformulation: 
1,How does a Lamborghini compare to a Ferrari?,"Query: How does it compare to a Ferrari? |||| Context: How much does a Lamborghini cost? ||| Itâs a thing in your hand that determines how much does a Lamborghini cost to you. Based on your preference additional features and accessories can cost you anywhere between $500 â $15,000. |||| Reformulation: "
2,Interesting. How much does a pimped-out food truck cost?,"Query: Interesting. What about for a pimped-out food truck? |||| Context: How much does a Lamborghini cost? ||| Itâs a thing in your hand that determines how much does a Lamborghini cost to you. Based on your preference additional features and accessories can cost you anywhere between $500 â $15,000. ||| How does a Lamborghini compare to a Ferrari? ||| , car nut. It's not easy to say that Lamborghini is better than Ferrari. |||| Reformulation: "
3,What licenses and permits are needed for a food truck?,"Query: What licenses and permits are needed? |||| Context: How much does a Lamborghini cost? ||| Itâs a thing in your hand that determines how much does a Lamborghini cost to you. Based on your preference additional features and accessories can cost you anywhere between $500 â $15,000. ||| How does a Lamborghini compare to a Ferrari? ||| , car nut. It's not easy to say that Lamborghini is better than Ferrari. ||| Interesting. How much does a pimped-out food truck cost? ||| Theyâll follow their favorite truckâs Twitter feed to see where itâs parked then happily fork out a little extra for its menu. Food truck meals typically cost between $5 and $8, though lobster rolls can run above $10. |||| Reformulation: "
4,What makes a good food truck location?,"Query: What makes a good location? |||| Context: How much does a Lamborghini cost? ||| Itâs a thing in your hand that determines how much does a Lamborghini cost to you. Based on your preference additional features and accessories can cost you anywhere between $500 â $15,000. ||| How does a Lamborghini compare to a Ferrari? ||| , car nut. It's not easy to say that Lamborghini is better than Ferrari. ||| Interesting. How much does a pimped-out food truck cost? ||| Theyâll follow their favorite truckâs Twitter feed to see where itâs parked then happily fork out a little extra for its menu. Food truck meals typically cost between $5 and $8, though lobster rolls can run above $10. ||| What licenses and permits are needed for a food truck? ||| Hygiene: a food vendor license and a permit for a mobile. food cart. |||| Reformulation: "
5,What is a typical day like running a food truck?,"Query: What is a typical day like? |||| Context: How much does a Lamborghini cost? ||| Itâs a thing in your hand that determines how much does a Lamborghini cost to you. Based on your preference additional features and accessories can cost you anywhere between $500 â $15,000. ||| How does a Lamborghini compare to a Ferrari? ||| , car nut. It's not easy to say that Lamborghini is better than Ferrari. ||| Interesting. How much does a pimped-out food truck cost? ||| Theyâll follow their favorite truckâs Twitter feed to see where itâs parked then happily fork out a little extra for its menu. Food truck meals typically cost between $5 and $8, though lobster rolls can run above $10. ||| What licenses and permits are needed for a food truck? ||| Hygiene: a food vendor license and a permit for a mobile. food cart. ||| What makes a good food truck location? ||| Research locations. With a food truck, you can travel to new locations and develop multiple customer bases. |||| Reformulation: "
6,How can I run a successful food truck?,"Query: How can I run it successfully? |||| Context: How much does a Lamborghini cost? ||| Itâs a thing in your hand that determines how much does a Lamborghini cost to you. Based on your preference additional features and accessories can cost you anywhere between $500 â $15,000. ||| How does a Lamborghini compare to a Ferrari? ||| , car nut. It's not easy to say that Lamborghini is better than Ferrari. ||| Interesting. How much does a pimped-out food truck cost? ||| Theyâll follow their favorite truckâs Twitter feed to see where itâs parked then happily fork out a little extra for its menu. Food truck meals typically cost between $5 and $8, though lobster rolls can run above $10. ||| What licenses and permits are needed for a food truck? ||| Hygiene: a food vendor license and a permit for a mobile. food cart. ||| What makes a good food truck location? ||| Research locations. With a food truck, you can travel to new locations and develop multiple customer bases. ||| What is a typical day like running a food truck? |||  |||| Reformulation: "
7,What are some good examples of successful food trucks to learn from?,"Query: What are some good examples to learn from? |||| Context: How much does a Lamborghini cost? ||| Itâs a thing in your hand that determines how much does a Lamborghini cost to you. Based on your preference additional features and accessories can cost you anywhere between $500 â $15,000. ||| How does a Lamborghini compare to a Ferrari? ||| , car nut. It's not easy to say that Lamborghini is better than Ferrari. ||| Interesting. How much does a pimped-out food truck cost? ||| Theyâll follow their favorite truckâs Twitter feed to see where itâs parked then happily fork out a little extra for its menu. Food truck meals typically cost between $5 and $8, though lobster rolls can run above $10. ||| What licenses and permits are needed for a food truck? ||| Hygiene: a food vendor license and a permit for a mobile. food cart. ||| What makes a good food truck location? ||| Research locations. With a food truck, you can travel to new locations and develop multiple customer bases. ||| What is a typical day like running a food truck? |||  ||| How can I run a successful food truck? ||| Launch an Empire. Food Truck Empire is here to inspire and help you run a more profitable mobile food business. |||| Reformulation: "
8,"Besides inventive flavors, what made Kogi successful?","Query: Besides inventive flavors, what made it successful? |||| Context: How much does a Lamborghini cost? ||| Itâs a thing in your hand that determines how much does a Lamborghini cost to you. Based on your preference additional features and accessories can cost you anywhere between $500 â $15,000. ||| How does a Lamborghini compare to a Ferrari? ||| , car nut. It's not easy to say that Lamborghini is better than Ferrari. ||| Interesting. How much does a pimped-out food truck cost? ||| Theyâll follow their favorite truckâs Twitter feed to see where itâs parked then happily fork out a little extra for its menu. Food truck meals typically cost between $5 and $8, though lobster rolls can run above $10. ||| What licenses and permits are needed for a food truck? ||| Hygiene: a food vendor license and a permit for a mobile. food cart. ||| What makes a good food truck location? ||| Research locations. With a food truck, you can travel to new locations and develop multiple customer bases. ||| What is a typical day like running a food truck? |||  ||| How can I run a successful food truck? ||| Launch an Empire. Food Truck Empire is here to inspire and help you run a more profitable mobile food business. ||| What are some good examples of successful food trucks to learn from? |||  |||| Reformulation: "
0,What is the climate like in Utah?,Query: What is the climate like in Utah? |||| Context:  |||| Reformulation: 
1,How does the climate of Salt Lake City differ from Utah overall?,"Query: How does Salt Lake City differ? |||| Context: What is the climate like in Utah? ||| Utah Weather > Clearfield Weather. Clearfield, UT climate is warm during summer when temperatures tend to be in the 70's and very cold during winter when temperatures tend to be in the 30's. |||| Reformulation: "
2,What is the main economic activity of Salt Lake City?,"Query: What is its main economic activity? |||| Context: What is the climate like in Utah? ||| Utah Weather > Clearfield Weather. Clearfield, UT climate is warm during summer when temperatures tend to be in the 70's and very cold during winter when temperatures tend to be in the 30's. ||| How does the climate of Salt Lake City differ from Utah overall? ||| The climate of Salt Lake City varies widely. Lying in the Salt Lake Valley, the city is surrounded by mountains and the Great Salt Lake. |||| Reformulation: "
3,What was the impact of the 2002 olympic winter games on the economy of Salt Lake City?,"Query: What was the impact of the 2002 games? |||| Context: What is the climate like in Utah? ||| Utah Weather > Clearfield Weather. Clearfield, UT climate is warm during summer when temperatures tend to be in the 70's and very cold during winter when temperatures tend to be in the 30's. ||| How does the climate of Salt Lake City differ from Utah overall? ||| The climate of Salt Lake City varies widely. Lying in the Salt Lake Valley, the city is surrounded by mountains and the Great Salt Lake. ||| What is the main economic activity of Salt Lake City? |||  |||| Reformulation: "
4,What were important ski locations used in the 2002 olympic winter games?,"Query: What were important ski locations used? |||| Context: What is the climate like in Utah? ||| Utah Weather > Clearfield Weather. Clearfield, UT climate is warm during summer when temperatures tend to be in the 70's and very cold during winter when temperatures tend to be in the 30's. ||| How does the climate of Salt Lake City differ from Utah overall? ||| The climate of Salt Lake City varies widely. Lying in the Salt Lake Valley, the city is surrounded by mountains and the Great Salt Lake. ||| What is the main economic activity of Salt Lake City? |||  ||| What was the impact of the 2002 olympic winter games on the economy of Salt Lake City? |||  |||| Reformulation: "
5,What are the important non-ski events that happen in Salt Lake City?,"Query: What are the important non-ski events that happen in the city? |||| Context: What is the climate like in Utah? ||| Utah Weather > Clearfield Weather. Clearfield, UT climate is warm during summer when temperatures tend to be in the 70's and very cold during winter when temperatures tend to be in the 30's. ||| How does the climate of Salt Lake City differ from Utah overall? ||| The climate of Salt Lake City varies widely. Lying in the Salt Lake Valley, the city is surrounded by mountains and the Great Salt Lake. ||| What is the main economic activity of Salt Lake City? |||  ||| What was the impact of the 2002 olympic winter games on the economy of Salt Lake City? |||  ||| What were important ski locations used in the 2002 olympic winter games? |||  |||| Reformulation: "
6,What are some popular non-winter things to do in the Salt Lake City area?,"Query: What about some popular non-winter things to do in the area? |||| Context: What is the climate like in Utah? ||| Utah Weather > Clearfield Weather. Clearfield, UT climate is warm during summer when temperatures tend to be in the 70's and very cold during winter when temperatures tend to be in the 30's. ||| How does the climate of Salt Lake City differ from Utah overall? ||| The climate of Salt Lake City varies widely. Lying in the Salt Lake Valley, the city is surrounded by mountains and the Great Salt Lake. ||| What is the main economic activity of Salt Lake City? |||  ||| What was the impact of the 2002 olympic winter games on the economy of Salt Lake City? |||  ||| What were important ski locations used in the 2002 olympic winter games? |||  ||| What are the important non-ski events that happen in Salt Lake City? |||  |||| Reformulation: "
0,What are the different types of orange trees?,Query: What are the different types of orange trees? |||| Context:  |||| Reformulation: 
1,How can you tell different types of orange trees apart?,Query: How can you tell them apart? |||| Context: What are the different types of orange trees? ||| Dwarf Orange Trees-Indoor Orange Tree Varieties. Dwarf orange trees are one of several types of indoor fruit trees that are specifically designed to grow in containers indoors. |||| Reformulation: 
2,What type of orange tree has thorns?,"Query: What type has thorns? |||| Context: What are the different types of orange trees? ||| Dwarf Orange Trees-Indoor Orange Tree Varieties. Dwarf orange trees are one of several types of indoor fruit trees that are specifically designed to grow in containers indoors. ||| How can you tell different types of orange trees apart? ||| From Europe, orange trees were taken to the United States, South America, Africa and Australia, which all grow oranges for sale. There are several different types of sweet orange. |||| Reformulation: "
3,Where do orange trees originally come from?,"Query: Where do they originally come from? |||| Context: What are the different types of orange trees? ||| Dwarf Orange Trees-Indoor Orange Tree Varieties. Dwarf orange trees are one of several types of indoor fruit trees that are specifically designed to grow in containers indoors. ||| How can you tell different types of orange trees apart? ||| From Europe, orange trees were taken to the United States, South America, Africa and Australia, which all grow oranges for sale. There are several different types of sweet orange. ||| What type of orange tree has thorns? ||| Today, most varieties are either thornless or have thin, blunt, flexible thorns found only at the base of the leaves. Oranges that are bitter and not commonly consumed, however, may have large thorns. |||| Reformulation: "
4,Tell me about the Hamlin orange variety.,"Query: Tell me about the Hamlin variety. |||| Context: What are the different types of orange trees? ||| Dwarf Orange Trees-Indoor Orange Tree Varieties. Dwarf orange trees are one of several types of indoor fruit trees that are specifically designed to grow in containers indoors. ||| How can you tell different types of orange trees apart? ||| From Europe, orange trees were taken to the United States, South America, Africa and Australia, which all grow oranges for sale. There are several different types of sweet orange. ||| What type of orange tree has thorns? ||| Today, most varieties are either thornless or have thin, blunt, flexible thorns found only at the base of the leaves. Oranges that are bitter and not commonly consumed, however, may have large thorns. ||| Where do orange trees originally come from? |||  |||| Reformulation: "
5,Why did the Hamlin orange replace the Parson Brown variety?,"Query: Why did it replace PB? |||| Context: What are the different types of orange trees? ||| Dwarf Orange Trees-Indoor Orange Tree Varieties. Dwarf orange trees are one of several types of indoor fruit trees that are specifically designed to grow in containers indoors. ||| How can you tell different types of orange trees apart? ||| From Europe, orange trees were taken to the United States, South America, Africa and Australia, which all grow oranges for sale. There are several different types of sweet orange. ||| What type of orange tree has thorns? ||| Today, most varieties are either thornless or have thin, blunt, flexible thorns found only at the base of the leaves. Oranges that are bitter and not commonly consumed, however, may have large thorns. ||| Where do orange trees originally come from? |||  ||| Tell me about the Hamlin orange variety. |||  |||| Reformulation: "
6,What are the different types of navel oranges?,"Query: What are the different types of navels? |||| Context: What are the different types of orange trees? ||| Dwarf Orange Trees-Indoor Orange Tree Varieties. Dwarf orange trees are one of several types of indoor fruit trees that are specifically designed to grow in containers indoors. ||| How can you tell different types of orange trees apart? ||| From Europe, orange trees were taken to the United States, South America, Africa and Australia, which all grow oranges for sale. There are several different types of sweet orange. ||| What type of orange tree has thorns? ||| Today, most varieties are either thornless or have thin, blunt, flexible thorns found only at the base of the leaves. Oranges that are bitter and not commonly consumed, however, may have large thorns. ||| Where do orange trees originally come from? |||  ||| Tell me about the Hamlin orange variety. |||  ||| Why did the Hamlin orange replace the Parson Brown variety? |||  |||| Reformulation: "
