,Target,Source
4,What makes a good food truck location?,Query: What makes a good location? |||| Context: What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
5,What is a typical day like running a food truck?,Query: What is a typical day like? |||| Context: What makes a good food truck location? ||| What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
6,How can I run a successful food truck?,Query: How can I run it successfully? |||| Context: What is a typical day like running a food truck? ||| What makes a good food truck location? ||| What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
7,What are some good examples of successful food trucks to learn from?,Query: What are some good examples to learn from? |||| Context: How can I run a successful food truck? ||| What is a typical day like running a food truck? ||| What makes a good food truck location? ||| What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: 
8,"Besides inventive flavors, what made Kogi successful?","Query: Besides inventive flavors, what made it successful? |||| Context: What are some good examples of successful food trucks to learn from? ||| How can I run a successful food truck? ||| What is a typical day like running a food truck? ||| What makes a good food truck location? ||| What licenses and permits are needed for a food truck? ||| Interesting. How much does a pimped-out food truck cost? ||| How does a Lamborghini compare to a Ferrari? ||| How much does a Lamborghini cost? |||| Reformulation: "
0,What is the climate like in Utah?,Query: What is the climate like in Utah? |||| Context:  |||| Reformulation: 
1,How does the climate of Salt Lake City differ from Utah overall?,Query: How does Salt Lake City differ? |||| Context: What is the climate like in Utah? |||| Reformulation: 
2,What is the main economic activity of Salt Lake City?,Query: What is its main economic activity? |||| Context: How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
3,What was the impact of the 2002 olympic winter games on the economy of Salt Lake City?,Query: What was the impact of the 2002 games? |||| Context: What is the main economic activity of Salt Lake City? ||| How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
4,What were important ski locations used in the 2002 olympic winter games?,Query: What were important ski locations used? |||| Context: What was the impact of the 2002 olympic winter games on the economy of Salt Lake City? ||| What is the main economic activity of Salt Lake City? ||| How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
5,What are the important non-ski events that happen in Salt Lake City?,Query: What are the important non-ski events that happen in the city? |||| Context: What were important ski locations used in the 2002 olympic winter games? ||| What was the impact of the 2002 olympic winter games on the economy of Salt Lake City? ||| What is the main economic activity of Salt Lake City? ||| How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
6,What are some popular non-winter things to do in the Salt Lake City area?,Query: What about some popular non-winter things to do in the area? |||| Context: What are the important non-ski events that happen in Salt Lake City? ||| What were important ski locations used in the 2002 olympic winter games? ||| What was the impact of the 2002 olympic winter games on the economy of Salt Lake City? ||| What is the main economic activity of Salt Lake City? ||| How does the climate of Salt Lake City differ from Utah overall? ||| What is the climate like in Utah? |||| Reformulation: 
0,What are the different types of orange trees?,Query: What are the different types of orange trees? |||| Context:  |||| Reformulation: 
1,How can you tell different types of orange trees apart?,Query: How can you tell them apart? |||| Context: What are the different types of orange trees? |||| Reformulation: 
2,What type of orange tree has thorns?,Query: What type has thorns? |||| Context: How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
3,Where do orange trees originally come from?,Query: Where do they originally come from? |||| Context: What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
4,Tell me about the Hamlin orange variety.,Query: Tell me about the Hamlin variety. |||| Context: Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
5,Why did the Hamlin orange replace the Parson Brown variety?,Query: Why did it replace PB? |||| Context: Tell me about the Hamlin orange variety. ||| Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
6,What are the different types of navel oranges?,Query: What are the different types of navels? |||| Context: Why did the Hamlin orange replace the Parson Brown variety? ||| Tell me about the Hamlin orange variety. ||| Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
7,Which type of navel orange is the most delicious?,Query: Which is the most delicious? |||| Context: What are the different types of navel oranges? ||| Why did the Hamlin orange replace the Parson Brown variety? ||| Tell me about the Hamlin orange variety. ||| Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
8,How do cara cara oranges compare with blood oranges?,Query: How do they compare with blood oranges? |||| Context: Which type of navel orange is the most delicious? ||| What are the different types of navel oranges? ||| Why did the Hamlin orange replace the Parson Brown variety? ||| Tell me about the Hamlin orange variety. ||| Where do orange trees originally come from? ||| What type of orange tree has thorns? ||| How can you tell different types of orange trees apart? ||| What are the different types of orange trees? |||| Reformulation: 
0,Can I have some information on the labor systems of the Ottoman Empire?,Query: Can I have some information on the labor systems of the Ottoman Empire? |||| Context:  |||| Reformulation: 
1,What was the role of slavery in the labor system of the Ottoman Empire?,Query: What was the role of slavery? |||| Context: Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
2,How did the Ottoman Empire govern?,Query: How did it govern? |||| Context: What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
3,Why was the Ottoman Empire important?,Query: Why was it important? |||| Context: How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
4,What was the culture like in the Ottoman Empire?,Query: What was the culture like? |||| Context: Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
5,What was the role of storytellers in the culture of the Ottoman Empire?,Query: What was the role of storytellers? |||| Context: What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
6,What were popular stories told by meddahs in the Ottoman Empire?,Query: What were popular stories? |||| Context: What was the role of storytellers in the culture of the Ottoman Empire? ||| What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
7,What was the importance of the confessional millet system to the Ottoman Empire?,Query: What was the importance of the millet? |||| Context: What were popular stories told by meddahs in the Ottoman Empire? ||| What was the role of storytellers in the culture of the Ottoman Empire? ||| What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
8,Why did the British continue the confessional millet system from the Ottoman Empire?,Query: Why did the British continue it? |||| Context: What was the importance of the confessional millet system to the Ottoman Empire? ||| What were popular stories told by meddahs in the Ottoman Empire? ||| What was the role of storytellers in the culture of the Ottoman Empire? ||| What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
9,What is the historical importance of the confessional millet system in the development of national identities?,Query: What is its historical importance in developing national identities? |||| Context: Why did the British continue the confessional millet system from the Ottoman Empire? ||| What was the importance of the confessional millet system to the Ottoman Empire? ||| What were popular stories told by meddahs in the Ottoman Empire? ||| What was the role of storytellers in the culture of the Ottoman Empire? ||| What was the culture like in the Ottoman Empire? ||| Why was the Ottoman Empire important? ||| How did the Ottoman Empire govern? ||| What was the role of slavery in the labor system of the Ottoman Empire? ||| Can I have some information on the labor systems of the Ottoman Empire? |||| Reformulation: 
0,What is the relationship between predator and prey?,Query: What is the relationship between predator and prey? |||| Context:  |||| Reformulation: 
1,What do predator plants eat?,Query: What do predator plants eat? |||| Context: What is the relationship between predator and prey? |||| Reformulation: 
2,What do Venus flytraps eat?,Query: What about Venus flytraps in particular? |||| Context: What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
3,Where is the Venus flytrap native to?,Query: Where is it native to? |||| Context: What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
4,How do Venus flytraps attract and catch their prey?,Query: How do they attract and catch their prey? |||| Context: Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
5,What other carnivorous plants are native to North and South Carolina?,Query: What are other similar plants from its native area? |||| Context: How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
6,How do populations of predators and prey relate?,Query: How do populations of predators and prey relate? |||| Context: What other carnivorous plants are native to North and South Carolina? ||| How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
7,Why would the roles of predator and prey reverse?,Query: Why would the roles reverse? |||| Context: How do populations of predators and prey relate? ||| What other carnivorous plants are native to North and South Carolina? ||| How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
8,How do predators and prey influence biodiversity?,Query: How does the relationship influence biodiversity? |||| Context: Why would the roles of predator and prey reverse? ||| How do populations of predators and prey relate? ||| What other carnivorous plants are native to North and South Carolina? ||| How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
9,What are examples of apex predators?,Query: What are examples of these predators? |||| Context: How do predators and prey influence biodiversity? ||| Why would the roles of predator and prey reverse? ||| How do populations of predators and prey relate? ||| What other carnivorous plants are native to North and South Carolina? ||| How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
10,Why would humans be considered apex predators?,Query: Why would humans be considered one? |||| Context: What are examples of apex predators? ||| How do predators and prey influence biodiversity? ||| Why would the roles of predator and prey reverse? ||| How do populations of predators and prey relate? ||| What other carnivorous plants are native to North and South Carolina? ||| How do Venus flytraps attract and catch their prey? ||| Where is the Venus flytrap native to? ||| What do Venus flytraps eat? ||| What do predator plants eat? ||| What is the relationship between predator and prey? |||| Reformulation: 
0,Which is the biggest commercial plane?,Query: Which is the biggest commercial plane? |||| Context:  |||| Reformulation: 
1,What are the operational costs of the Airbus A380?,Query: What are its operational costs? |||| Context: Which is the biggest commercial plane? |||| Reformulation: 
2,How does the Airbus A380 fuel consumption compare to its competitors?,Query: How does its fuel consumption compare to its competitors? |||| Context: What are the operational costs of the Airbus A380? ||| Which is the biggest commercial plane? |||| Reformulation: 
3,How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other?,Query: How do the freighter versions compare to each other? |||| Context: How does the Airbus A380 fuel consumption compare to its competitors? ||| What are the operational costs of the Airbus A380? ||| Which is the biggest commercial plane? |||| Reformulation: 
4,Why did the Airbus A380 stop being produced?,Query: Why did the A380 stop being produced? |||| Context: How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other? ||| How does the Airbus A380 fuel consumption compare to its competitors? ||| What are the operational costs of the Airbus A380? ||| Which is the biggest commercial plane? |||| Reformulation: 
5,What was Boeing's response to compete with the Airbus A380?,Query: What was Boeing's response to compete with it? |||| Context: Why did the Airbus A380 stop being produced? ||| How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other? ||| How does the Airbus A380 fuel consumption compare to its competitors? ||| What are the operational costs of the Airbus A380? ||| Which is the biggest commercial plane? |||| Reformulation: 
6,What is the newest version of the Boeing 777 and what is better about it?,Query: What is the newest version and what is better about it? |||| Context: What was Boeing's response to compete with the Airbus A380? ||| Why did the Airbus A380 stop being produced? ||| How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other? ||| How does the Airbus A380 fuel consumption compare to its competitors? ||| What are the operational costs of the Airbus A380? ||| Which is the biggest commercial plane? |||| Reformulation: 
7,What are the differences between the Boeing 777X-8 and 777X-9?,Query: What are the differences between the variants? |||| Context: What is the newest version of the Boeing 777 and what is better about it? ||| What was Boeing's response to compete with the Airbus A380? ||| Why did the Airbus A380 stop being produced? ||| How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other? ||| How does the Airbus A380 fuel consumption compare to its competitors? ||| What are the operational costs of the Airbus A380? ||| Which is the biggest commercial plane? |||| Reformulation: 
0,What is the purpose of the General Data Protection Regulation (GDPR)?,Query: What is the purpose of GDPR? |||| Context:  |||| Reformulation: 
1,What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC?,Query: What is different compared to previous legislation? |||| Context: What is the purpose of the General Data Protection Regulation (GDPR)? |||| Reformulation: 
2,What are the privacy implications of social networks and cloud computing?,Query: What are the privacy implications of those technologies? |||| Context: What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC? ||| What is the purpose of the General Data Protection Regulation (GDPR)? |||| Reformulation: 
3,"Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)?","Query: Oh, IP addresses are considered PII? What is the full range of personal data? |||| Context: What are the privacy implications of social networks and cloud computing? ||| What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC? ||| What is the purpose of the General Data Protection Regulation (GDPR)? |||| Reformulation: "
4,How do big companies in the United States (US) adapt to the General Data Protection Regulation (GDPR)?,"Query: How do big companies adapt to GDPR? |||| Context: Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)? ||| What are the privacy implications of social networks and cloud computing? ||| What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC? ||| What is the purpose of the General Data Protection Regulation (GDPR)? |||| Reformulation: "
5,OK. Tell me about the privacy issues in social networks.,"Query: OK. Tell me about the privacy issues in social networks. |||| Context: How do big companies in the United States (US) adapt to the General Data Protection Regulation (GDPR)? ||| Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)? ||| What are the privacy implications of social networks and cloud computing? ||| What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC? ||| What is the purpose of the General Data Protection Regulation (GDPR)? |||| Reformulation: "
6,What do users of social networks get in return for by giving up their privacy?,"Query: What do they get in return for their privacy? |||| Context: OK. Tell me about the privacy issues in social networks. ||| How do big companies in the United States (US) adapt to the General Data Protection Regulation (GDPR)? ||| Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)? ||| What are the privacy implications of social networks and cloud computing? ||| What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC? ||| What is the purpose of the General Data Protection Regulation (GDPR)? |||| Reformulation: "
7,What are the symptoms of social network addiction?,"Query: What are the symptoms of that addiction? |||| Context: What do users of social networks get in return for by giving up their privacy? ||| OK. Tell me about the privacy issues in social networks. ||| How do big companies in the United States (US) adapt to the General Data Protection Regulation (GDPR)? ||| Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)? ||| What are the privacy implications of social networks and cloud computing? ||| What is different between General Data Protection Regulation (GDPR) and European Union (EU) Data Protection Directive 95/46/EC? ||| What is the purpose of the General Data Protection Regulation (GDPR)? |||| Reformulation: "
0,Do shoulder braces help recover from an injury?,Query: Do shoulder braces help recover from an injury? |||| Context:  |||| Reformulation: 
1,Tell me more about some shoulder exercises that could help recovery from an injury.,Query: Tell me more about some exercises that could help. |||| Context: Do shoulder braces help recover from an injury? |||| Reformulation: 
2,What are other exercises besides Pendulum circles for shoulder injuries?,Query: What are some others? |||| Context: Tell me more about some shoulder exercises that could help recovery from an injury. ||| Do shoulder braces help recover from an injury? |||| Reformulation: 
3,How do I know if my shoulder pain is serious?,Query: How do I know if it's serious? |||| Context: What are other exercises besides Pendulum circles for shoulder injuries? ||| Tell me more about some shoulder exercises that could help recovery from an injury. ||| Do shoulder braces help recover from an injury? |||| Reformulation: 
4,When should you consider shoulder surgery?,Query: When should you consider surgery? |||| Context: How do I know if my shoulder pain is serious? ||| What are other exercises besides Pendulum circles for shoulder injuries? ||| Tell me more about some shoulder exercises that could help recovery from an injury. ||| Do shoulder braces help recover from an injury? |||| Reformulation: 
5,That seems extreme. What are other ways to treat shoulder pain?,Query: That seems extreme. What are other ways to treat the pain? |||| Context: When should you consider shoulder surgery? ||| How do I know if my shoulder pain is serious? ||| What are other exercises besides Pendulum circles for shoulder injuries? ||| Tell me more about some shoulder exercises that could help recovery from an injury. ||| Do shoulder braces help recover from an injury? |||| Reformulation: 
6,How do I stop my shoulder from hurting at my desk?,Query: How do I stop it from hurting at my desk? |||| Context: That seems extreme. What are other ways to treat shoulder pain? ||| When should you consider shoulder surgery? ||| How do I know if my shoulder pain is serious? ||| What are other exercises besides Pendulum circles for shoulder injuries? ||| Tell me more about some shoulder exercises that could help recovery from an injury. ||| Do shoulder braces help recover from an injury? |||| Reformulation: 
7,What are the benefits of a standing desk for shoulder pain?,Query: What are the benefits of a standing one? |||| Context: How do I stop my shoulder from hurting at my desk? ||| That seems extreme. What are other ways to treat shoulder pain? ||| When should you consider shoulder surgery? ||| How do I know if my shoulder pain is serious? ||| What are other exercises besides Pendulum circles for shoulder injuries? ||| Tell me more about some shoulder exercises that could help recovery from an injury. ||| Do shoulder braces help recover from an injury? |||| Reformulation: 
0,Tell me about purchasing a Burger King franchise.,Query: Tell me about purchasing a Burger King franchise. |||| Context:  |||| Reformulation: 
1,"No, not information about Burger King's acquisition. I want to know how to open a Burger King franchise.","Query: No, not information about its acquisition. I want to know how to open a franchise. |||| Context: Tell me about purchasing a Burger King franchise. |||| Reformulation: "
2,Is there any financial support for the initial franchise fee of a Burger King restaurant franchise?,"Query: Is there any financial support for the fee? |||| Context: No, not information about Burger King's acquisition. I want to know how to open a Burger King franchise. ||| Tell me about purchasing a Burger King franchise. |||| Reformulation: "
3,How much does a Burger King franchise owner typically make?,"Query: How much does an owner typically make? |||| Context: Is there any financial support for the initial franchise fee of a Burger King restaurant franchise? ||| No, not information about Burger King's acquisition. I want to know how to open a Burger King franchise. ||| Tell me about purchasing a Burger King franchise. |||| Reformulation: "
4,Is it better to be a Burger King franchisee or an independent restaurant owner?,"Query: Is it better to be a franchise or independent? |||| Context: How much does a Burger King franchise owner typically make? ||| Is there any financial support for the initial franchise fee of a Burger King restaurant franchise? ||| No, not information about Burger King's acquisition. I want to know how to open a Burger King franchise. ||| Tell me about purchasing a Burger King franchise. |||| Reformulation: "
